symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
RPL13AP5,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
RPL13AP6,0,0,0,1,-2,0,0,1,0,0,-1,0,-1,0,0,-1,0,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1
RPL13AP17,1,1,1,2,0,0,1,0,0,1,1,1,1,0,0,2,0,-1,1,1,1,0,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,2
RPL13AP20,0,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,0,0,0,0,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,0,0
RPL13P5,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,-2,-1,0
RPL14,0,-1,-1,0,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,1,0,0,-1,-1
RPL15,0,-1,1,0,0,1,-1,0,0,0,1,-1,1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1,1,0,0,1,0,-1,-1
RPL17,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1
RPL18,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
RPL18A,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
RPL19,0,0,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,-1,0,0,0,-1,0,0,1,1,0,0
RPL19P12,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,1,1
RPL21,-1,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1
RPL21P28,-1,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1
RPL21P44,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1
RPL22,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,2,0,-1,1,1,1,0,1,0,2,-1,0,0,0,-1,-1,0,0,0
RPL22L1,0,0,-1,0,0,1,1,0,0,1,1,-1,0,0,0,2,0,0,1,0,1,1,0,-1,0,2,-1,0,1,1,1,1,0,1,0,0,2,1,0,1
RPL23,0,0,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,0,0,1,-1,0,0,1,1,0,0
RPL23A,0,0,1,1,-1,0,0,0,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,0,0,0,-1,0,0,1,1,0,0
RPL23AP7,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,-1,1,0,0,1,0,1,-1,1,-1,0,-1,0,0,-1,0,0,1
RPL23AP32,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,0,1,1,1,0,-1,-1,0,1,1,0,-1,0,1,1,0,-1,0,0,-1,0,0,1
RPL23AP53,-1,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,1,0,-1,-2,0,0,0,0,-1,0,-1,1
RPL23AP64,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,1,1,-1,-1,1,-1,1,-1,0,1,2,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
RPL23AP82,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0
RPL23P8,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,1
RPL24,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,1,1,-1,1,0,-1,0,1,1,1,1,0,1,0,0,1,0,1,-1
RPL26,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,-1,0,1,-1,1,0,0
RPL26L1,0,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
RPL27,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
RPL27A,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,-1,0,1,0,0,-1,0,1,-1,0,-1,-1
RPL28,-1,1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,-1,1
RPL29,0,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
RPL29P2,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
RPL30,1,1,0,0,1,1,1,2,0,1,2,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,1,0,-1,0,1,0,1,1,0,0,0,0,1,0,1,1
RPL31,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,-1,0,-1,0,0,-1,0,1,1
RPL31P11,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,0,0
RPL32,0,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,-1,0,1,1,0,1,0,-1,1,0,1,0,0,0,-1,1,-1,-1,-1
RPL32P3,0,-1,-1,0,0,1,-1,0,0,-1,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,2
RPL34,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
RPL35,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,0,0,-1,-1,1,-1,-1,-1,1,0,1,0,0,1,-1,0,0,2,1,0,0,1,1,-1,-1
RPL35A,0,-1,-1,-1,0,1,0,0,0,1,1,-1,0,0,0,1,0,-1,1,-1,1,1,-1,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,0,1
RPL36,-1,0,-1,-1,-1,1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,0,0,1,-1,-1,0,-1,2,0,0,-1,-1,-1,-1,0
RPL36AL,0,-1,0,0,-1,-1,2,0,-2,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
RPL37,1,1,0,0,1,1,2,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,2,0,1,1,1,1,1,-1,1
RPL37A,0,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,0,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,1,0
RPL38,0,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0
RPL39L,0,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,1,1,0,1
RPL41,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0
RPLP0,-1,-1,0,1,-1,1,0,0,0,-1,-1,0,0,1,1,0,0,-1,1,1,-1,-1,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,0,0,0
RPLP1,-1,-1,1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,0,0,-1,0,0,0,1,1,-1
RPLP2,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1
RPLP0P2,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,0,1,-1,-1,1,-1,0,1,1,0,1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1
RPN1,0,-1,-1,0,0,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,2
RPN2,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,2,1,0,1,0,1,1,-1,1,1
RPP14,0,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,1,0,1,-1,0,0,0,-1,0,2,-1
RPP21,0,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,1,1,1,0,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
RPP25,-1,-1,1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,0,-1,-1,0,0,-1,1,-1,-1
RPP25L,0,0,0,-1,1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,0,2,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,2,1,0,-1,-1,1,-1,-1
RPP30,0,-1,0,1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1
RPP38,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,-1,-1,-2,0,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1
RPP40,0,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,0,2,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,-1
RPPH1,0,-1,0,0,-1,-1,1,0,0,1,-1,0,-1,0,0,-1,0,1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0
RPRD1A,-1,-1,-1,0,0,-1,2,0,0,0,1,-1,1,-1,0,0,0,-1,-1,0,0,1,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1
RPRD1B,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,2,1,0,1,0,1,1,-1,1,1
RPRD2,0,-1,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0
RPRM,0,1,0,1,-1,0,-1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,-1,0,1,-1,0,1,0,-1,-1,0,-1,0,1,-1,0,1,1
RPRML,0,1,1,1,-1,0,0,1,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,0,0
RPS2,0,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
RPS2P32,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-1,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1
RPS3,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,1,1,0,1,1,-1,1,2,0,1,1,1,1,-1,-1,2,-1,1,-1,-1,0,1,1,-1,-1,-1
RPS3A,-1,0,-1,0,-1,0,-2,0,0,0,-1,-1,0,0,-1,0,0,-1,0,-1,0,1,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
RPS5,-1,1,1,-1,-1,-1,-1,0,0,-1,1,0,0,0,0,-1,0,1,-1,-1,0,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,0,0,0
RPS6,0,1,0,-2,2,-1,-1,0,0,-1,-1,0,-1,0,1,-1,-2,-1,-1,0,0,1,-1,-1,-1,-1,-2,0,1,0,-1,-1,-1,1,-2,-1,-1,1,-1,-1
RPS6KA1,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0
RPS6KA2,0,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,1,0,-1,-1,1,0,0,-1,0,-1,1,-1,0,0,1,0,-2,0,0,-1,1,0,0,-1,-1,0,-1,-1
RPS6KA4,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
RPS6KA5,0,-1,0,-1,-1,-1,1,0,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,1,-1,1,-1,0,-1,-1,0,-1,0,0,0,0,-1,1,-1,-1,1
RPS6KB1,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,2,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,1,1
RPS6KB2,0,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,1,1,1,1,2,-1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,2,-1,0,1,1,-1,-1,-1
RPS6KC1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
RPS6KL1,0,-1,0,-1,-1,-1,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
RPS7,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,0,-1,1,0,-1,-1,0,1,-1,1,1,-1,-1,0,0,-1,0,0,1
RPS7P5,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,-1,0,1,0,2,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1
RPS8,0,-1,-1,-1,1,0,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,0,0
RPS9,-1,1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,1,1
RPS10,0,-1,-1,0,1,-1,0,-1,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,0,-1
RPS10-NUDT3,0,-1,-1,0,1,-1,0,-1,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,0,-1
RPS10P7,-1,1,0,1,1,1,0,-1,0,1,0,0,1,-1,0,2,0,1,0,1,1,1,1,-1,-2,1,1,0,1,0,0,0,-1,0,1,-1,1,1,-1,0
RPS11,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
RPS12,0,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1
RPS13,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,0,0,-1,-1,-1,1,1,-1,-1,1,-1,2,-1,0,0,1,0,0,-1,0,1,-1,0,-1,-1
RPS14,0,1,0,0,1,1,-1,-1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1
RPS15,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
RPS15A,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
RPS15AP10,0,-1,-1,-1,1,0,-1,-1,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,0,-1,1,2,0
RPS16,-1,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,2,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
RPS16P5,1,-1,-1,0,1,-1,0,0,0,-1,1,-1,0,0,2,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1,-1
RPS17,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,1,2,0
RPS18,0,-1,-1,0,1,-1,0,-1,0,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1
RPS19,-1,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,0
RPS19BP1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0
RPS20,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,-1,-1,1,0,0,1,1,-1,-1,-1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
RPS21,0,1,-1,0,1,1,-1,-1,0,1,1,1,0,1,1,-1,1,-1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
RPS23,-1,1,1,0,1,1,0,0,0,1,-1,0,0,0,1,1,0,-1,-1,1,1,0,-1,1,1,1,0,1,-1,0,1,0,1,0,1,1,1,1,0,0
RPS24,0,0,0,1,0,1,0,0,0,1,-1,0,1,0,0,-1,0,0,0,1,1,0,1,0,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1
RPS25,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,1,1,-1,-1,1,-1,1,-1,0,1,2,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
RPS26,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0
RPS27,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,2,0,1,0,1,1,-1,0
RPS27A,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,0,1,1,1,0,-1,-1,0,1,1,0,-1,0,1,1,0,-1,0,0,-1,0,0,1
RPS27L,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,0,-1,-1,-1,1,0,0,1,-1,-1,0,0,-1,0,0,0,1,0,0
RPS28,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
RPS29,0,-1,0,0,-1,-1,2,0,-2,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
RPSA,0,-1,0,0,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,-1,-1
RPSAP9,0,1,0,0,1,0,1,0,0,0,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,1,1,1,0,0,-1,1,-1,-1
RPSAP52,-1,0,0,2,-1,1,1,2,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,0,1,-1,1,1,0,0,0,0,-1,1,1,-1,0,0,1,0,2,1
RPSAP58,0,1,1,0,0,0,-1,0,0,-1,1,0,0,0,-1,0,0,-1,1,-1,0,-1,1,-1,1,1,1,1,1,0,1,-1,0,0,0,0,-1,0,1,1
RPTN,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1,1,1,1,0,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,2,1,1,0
RPTOR,0,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,-1,1,-1,1,0,1,1,-1,1,0,2,0,-1,0,1,1,1,-1,0
RPUSD1,0,-1,-1,1,-1,-1,-1,-2,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1
RPUSD2,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,0,-1,-1
RPUSD3,0,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1
RPUSD4,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
RRAD,0,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,-1,-1,-1,-1
RRAGA,0,1,0,-2,2,-1,-1,0,0,-1,-1,0,-1,0,1,-1,-2,-1,-1,0,0,1,-1,-1,-1,-1,-2,0,1,0,-1,-1,-1,1,-2,-1,-1,1,-1,-1
RRAGC,0,-1,-1,-1,1,0,-1,-1,0,0,1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0
RRAGD,0,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,0,1,0,-1,1,0,1,0,0,-1,0,1,0,0,-1,0,-1,-1
RRAS,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
RRAS2,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,0,0,0,1,0,0,-1,0,1,-1,0,-1,-1
RRBP1,0,1,1,0,0,-1,-1,0,0,-1,1,1,-1,0,1,1,0,1,1,1,0,1,-1,-1,0,0,1,0,1,-1,1,1,0,1,0,1,1,0,1,1
RREB1,0,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
RRH,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
RRM1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,0,-1,-1,0,-1,1,0,-1,0,1,-1,2,-1,0,1,-1,-1,-1,-1
RRM2,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,1,-1,-1,0,0,-1,0,1,0,1,1,-1,-1,0,0,-1,0,0,1
RRM2B,1,1,0,0,1,1,1,2,0,1,2,1,0,1,1,2,1,-1,1,0,-1,-1,1,1,1,0,-1,0,1,0,1,1,0,0,-2,0,1,0,1,1
RRN3,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
RRN3P1,-1,1,-2,1,-1,-1,-1,0,0,-1,-2,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,0,-1,1,-1,0,-1,0,0,0,-1,-1,-1
RRN3P2,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1
RRN3P3,-1,1,-2,1,-1,-1,-1,0,0,-1,-2,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,0,-1,1,-1,0,-1,0,0,0,-1,-1,-1
