symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
EFNB2,9,4,0,1,7,0,2,10,1,5,15,0,0,12,26,4,27,24,0,1,0,38,38,9,9,0,20,21,0,0,0,0,13,12,0,79,0,10,0,0
EFNB3,0,0,0,3,14,0,0,0,0,2,2,2,0,0,2,2,0,2,1,0,2,6,4,4,5,0,2,0,0,0,1,1,0,3,0,1,2,2,0,1
EGFR,21,28,25,59,25,12,35,12,8,23,12,12,0,4,13,0,30,331,8,4,0,11,11,16,20,0,21,17,9,0,0,0,22,5,0,0,1,17,0,2
EGLN2,1,2,2,1,4,3,3,1,2,2,1,4,3,4,2,4,2,3,2,1,3,2,3,2,1,1,1,3,2,2,3,2,4,2,2,1,6,2,3,3
EGLN3,8,28,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,7,0,2,0,9,18,0,0,3,0,1,0,0,1,1,0,1,0,1,0,7,1,0
EGR1,0,1,0,22,44,3,9,107,256,5,79,10,41,10,19,8,11,42,60,4,19,9,15,19,0,0,40,16,42,8,33,19,179,13,0,125,0,44,29,22
EGR2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4,0,1,0,0,0,1
EGR3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,5,0,0,2,6
EHD1,8,6,11,11,13,13,19,4,15,17,11,20,9,3,11,8,59,29,6,7,6,11,13,27,18,10,34,8,3,6,5,3,9,9,4,14,36,7,12,5
EHD2,17,76,40,14,72,46,52,18,16,74,198,3,21,3,17,1,55,1,3,0,2,1,0,43,0,0,47,33,58,1,3,2,47,101,0,0,14,12,0,5
EHD3,0,2,5,1,1,2,3,0,0,1,5,3,0,0,0,1,1,1,4,1,3,9,2,0,0,2,7,4,3,1,0,2,3,3,2,0,0,2,3,0
EHHADH,4,3,2,9,0,5,2,3,3,4,1,0,2,2,1,1,1,0,0,1,2,4,2,1,2,0,0,0,3,3,4,3,2,1,0,1,9,1,2,4
EHMT1,3,3,3,3,3,1,5,3,5,2,1,7,4,3,5,6,4,4,3,4,6,6,2,4,2,5,4,3,2,3,2,3,6,4,4,4,7,6,2,3
EHMT2,3,7,4,7,9,5,13,8,16,6,7,15,11,4,14,11,10,18,16,7,19,9,9,15,10,13,14,8,9,7,5,8,15,7,13,7,10,9,15,6
EI24,47,24,40,27,40,39,52,37,34,35,23,52,34,41,49,21,55,59,42,40,56,19,62,19,47,32,30,35,21,18,14,31,49,34,22,39,102,22,36,34
EIF1B,11,8,15,9,17,15,11,16,12,14,14,15,79,30,20,8,14,9,16,13,26,18,15,21,15,12,18,10,11,29,18,19,9,15,10,29,12,12,13,12
EIF2AK1,47,37,37,46,32,29,29,37,93,44,20,30,52,24,22,45,24,47,39,27,49,36,22,28,35,51,35,39,37,45,19,28,16,25,40,47,56,72,24,27
EIF2AK2,12,7,10,12,7,6,17,13,12,6,5,9,6,8,9,4,9,18,8,10,14,9,9,6,5,5,6,10,32,18,9,6,11,25,23,12,4,13,8,6
EIF2AK3,9,4,4,5,2,3,2,6,5,6,4,6,5,4,2,6,2,4,4,2,3,9,4,2,3,5,2,4,3,3,6,5,4,4,3,5,4,5,4,3
EIF2AK4,11,8,6,13,8,5,15,6,9,10,8,8,8,2,12,3,10,4,8,11,10,7,5,5,13,5,13,5,9,9,7,10,20,10,8,6,7,14,10,11
EIF2B1,16,15,17,22,13,19,15,10,13,13,6,11,17,22,18,17,18,12,20,22,16,17,14,17,13,20,13,19,12,27,15,23,12,10,22,17,26,12,10,23
EIF2B2,4,3,9,5,9,5,8,4,7,7,4,7,5,12,10,13,11,8,7,12,8,11,11,7,9,4,9,8,4,12,6,10,8,7,5,5,14,6,11,21
EIF2B3,11,5,10,5,14,9,6,4,3,9,8,5,22,7,11,10,17,15,13,19,15,10,13,15,11,21,13,18,9,6,10,9,9,13,7,8,7,7,17,25
EIF2B4,5,6,11,5,6,7,7,6,6,6,7,12,8,8,10,10,8,12,11,8,14,5,8,5,8,8,9,7,6,4,7,7,10,6,8,6,9,6,16,12
EIF2B5,10,6,7,5,7,8,8,10,13,18,10,10,12,13,10,14,15,9,6,10,15,11,8,6,14,16,8,13,10,14,13,13,10,8,13,12,30,10,14,13
EIF2S1,19,11,35,18,26,16,41,29,17,16,10,21,15,23,26,35,31,21,34,38,16,26,23,39,40,14,17,19,16,28,13,22,21,23,28,27,37,21,38,30
EIF2S2,108,90,92,52,113,132,85,89,75,48,75,78,114,246,123,76,86,102,81,93,52,95,101,92,69,55,67,65,84,79,106,68,51,69,78,115,72,78,100,119
EIF3A,93,83,85,96,51,81,69,116,68,54,41,97,70,61,111,75,99,58,79,130,94,82,63,85,38,73,56,62,48,68,71,98,70,51,75,76,57,61,52,60
EIF3B,43,43,46,47,51,48,52,28,32,54,21,45,37,23,38,48,50,53,68,56,30,23,23,40,46,63,47,54,34,50,39,64,15,23,54,47,43,54,46,74
EIF3D,81,78,48,68,64,57,56,96,77,67,57,73,81,81,86,67,63,68,63,69,44,41,81,78,39,88,73,63,51,25,105,103,51,69,59,85,49,46,77,112
EIF3F,13,15,13,10,12,25,11,12,21,20,9,14,18,11,23,6,18,10,12,10,30,18,9,19,12,11,46,7,11,15,17,14,13,12,14,19,11,13,12,13
EIF3H,51,43,37,25,59,69,32,67,34,46,30,21,58,76,81,59,34,27,23,28,43,45,16,65,51,35,16,25,31,39,21,38,23,21,27,37,43,19,36,37
EIF3J,43,26,42,35,34,32,45,24,25,15,12,41,55,39,39,34,19,29,45,56,30,54,33,48,27,36,33,25,29,25,23,33,38,22,28,74,26,43,50,36
EIF4A1,1,1,2,5,5,1,3,3,7,1,3,3,5,6,3,5,4,2,6,8,1,2,1,1,1,4,0,3,2,1,4,4,1,1,5,8,2,4,12,9
EIF4A2,45,31,30,35,41,64,61,109,106,94,82,77,74,219,80,40,66,50,30,39,98,105,39,52,48,54,25,52,85,66,63,43,52,53,62,112,134,113,74,61
EIF4A3,20,17,37,20,17,30,24,21,25,29,10,38,15,15,29,34,28,38,40,39,37,21,41,32,30,23,39,34,16,30,30,119,22,19,34,16,36,16,31,25
EIF4B,56,88,99,119,61,105,80,214,131,80,30,109,132,143,217,148,46,44,77,121,98,65,48,75,40,138,45,55,36,96,43,76,62,33,96,195,122,73,84,72
EIF4E,8,5,8,7,9,8,5,9,6,3,3,9,8,12,5,8,8,6,7,10,8,8,4,9,6,5,4,10,4,4,4,5,9,4,7,3,6,4,4,4
EIF4E1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4E2,16,12,11,9,7,13,7,7,12,7,10,14,4,9,10,12,9,13,10,13,13,12,8,9,8,6,11,11,13,10,11,8,15,10,11,7,7,10,9,10
EIF4EBP1,47,61,44,44,125,88,54,59,101,37,139,40,108,100,132,43,36,56,38,47,56,51,68,108,43,42,60,52,80,88,52,92,28,49,22,112,47,110,52,277
EIF4EBP2,12,8,6,11,22,11,20,15,22,33,3,17,35,17,9,20,15,29,12,13,21,33,20,9,18,18,13,7,13,22,7,10,11,12,28,28,20,13,11,4
EIF4G1,107,74,48,63,83,64,123,47,75,92,78,96,44,28,74,83,115,63,44,91,94,136,67,60,50,81,87,91,89,77,96,91,71,79,108,54,128,68,70,78
EIF4G2,158,86,208,102,90,93,154,106,126,87,77,123,73,66,144,91,122,167,118,85,179,306,100,121,128,47,247,89,88,95,129,128,151,112,144,137,88,100,82,112
EIF4G3,11,6,9,13,16,7,8,15,25,9,15,10,15,10,18,15,15,0,15,9,29,14,10,17,6,10,14,17,16,12,28,10,18,19,10,19,8,19,15,17
EIF5,31,21,51,23,30,22,62,36,25,16,13,34,22,50,33,30,33,45,40,61,61,52,32,30,42,19,49,47,25,38,21,32,35,34,32,63,28,28,25,36
ELAVL1,23,9,12,15,15,12,25,16,20,12,7,16,15,6,9,8,17,13,16,13,19,14,18,22,14,14,24,16,13,14,10,9,17,15,21,18,12,16,15,15
ELF5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
ELMO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,18,0,0,0,0,1
ELMO2,6,5,6,4,9,4,6,4,4,6,6,7,4,3,7,7,8,6,12,5,6,9,6,7,5,8,11,5,12,10,5,10,7,11,3,5,9,5,13,12
ELMO3,0,8,0,2,0,1,7,16,17,2,0,5,1,17,1,13,0,10,1,1,1,8,7,1,2,2,0,2,0,1,0,1,1,0,0,3,22,1,1,1
ELOB,38,130,47,69,55,126,72,50,82,123,40,59,56,90,73,120,139,58,60,96,93,24,70,158,69,149,89,129,53,60,78,66,123,62,78,51,107,61,107,87
ELOC,31,23,18,11,30,40,12,13,9,20,17,12,12,17,20,22,14,13,8,14,5,19,29,32,40,10,13,19,21,13,14,19,17,16,12,10,15,7,19,23
ENAH,33,16,21,30,21,26,16,12,6,23,25,12,0,8,3,8,3,18,8,19,71,41,20,16,10,0,11,16,14,20,15,16,20,36,2,7,17,24,10,29
ENO1,804,531,712,771,1431,936,703,292,369,826,939,862,684,285,523,435,1131,379,528,1039,425,732,709,811,868,786,1629,801,785,420,1315,539,814,896,708,400,351,620,759,1122
ENO2,16,1,7,35,8,8,14,13,18,12,80,24,16,11,7,9,38,3,5,2,1,5,9,53,21,10,67,13,20,22,45,7,4,24,34,13,2,25,32,7
ENO3,0,1,8,11,0,0,4,4,4,0,0,1,3,4,1,2,1,1,15,1,0,1,0,1,0,24,0,0,0,2,1,1,1,0,3,11,2,3,4,1
ENO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTPD3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTPD8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0
EP300,9,7,5,8,11,2,9,10,8,7,12,19,8,12,7,8,9,20,13,5,17,10,6,9,4,11,8,9,9,39,19,15,19,14,16,14,11,11,9,9
EPAS1,13,14,25,28,28,16,13,11,7,20,22,10,5,1,5,3,9,25,20,9,0,2,15,0,12,3,46,2,12,4,5,1,9,48,75,0,12,10,8,2
EPB41L4B,2,1,2,0,1,1,3,2,8,0,2,2,0,7,0,5,4,3,2,2,0,3,0,2,3,0,1,0,0,0,0,0,7,0,0,8,2,0,0,0
EPHA1,0,0,0,0,0,0,0,6,7,0,0,0,0,4,0,4,0,4,0,0,0,14,18,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
EPHA2,49,26,37,52,84,33,56,45,33,35,22,20,0,25,36,6,119,25,97,19,40,104,40,63,187,0,91,105,37,4,1,2,78,26,0,88,0,141,36,8
EPHA4,0,0,0,2,7,0,0,1,0,1,1,3,0,0,1,13,3,4,0,2,0,3,0,0,0,0,1,9,0,2,10,3,2,3,0,7,2,5,4,1
EPHA5,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,3,1,0,0,1,0,3,0,0,0,1,0,0
EPHA6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA7,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
EPHA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EPHB1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
EPHB2,2,4,5,6,0,16,0,3,3,6,0,0,0,0,1,0,8,7,0,0,2,2,1,4,2,1,1,19,11,0,0,0,4,7,0,5,0,4,0,0
EPHB3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,8,0,0,2,4,0,0,4,0,0,1,2,2,0,1,0,6,0,4,15,7,0,11
EPHB4,0,12,7,10,17,4,18,16,15,21,11,20,10,15,8,38,11,15,7,10,20,14,31,9,23,2,25,15,9,10,6,13,7,17,0,4,10,14,9,11
EPHB6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,17,6,0,0,0
EPN1,3,9,4,4,6,5,8,4,6,16,6,5,5,2,7,6,9,9,3,4,4,4,15,5,9,10,8,8,6,6,4,5,6,7,6,4,5,6,7,6
EPN3,0,2,0,0,0,0,0,2,11,0,0,0,0,1,0,14,0,7,0,0,3,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
EPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPOR,1,1,1,2,3,2,1,9,7,3,4,3,4,1,1,3,2,3,4,1,3,5,8,4,5,2,1,4,2,4,5,3,2,3,3,5,6,3,3,3
EPS15,11,5,7,9,7,6,7,14,9,8,5,9,22,9,10,8,10,12,5,4,11,8,8,13,7,6,8,7,6,15,9,12,11,10,8,8,6,13,10,9
EPS15L1,3,5,2,3,3,3,4,3,4,5,3,5,5,7,3,10,4,7,3,4,4,2,4,4,3,4,5,6,6,5,4,3,4,4,4,5,12,6,5,4
ERBB2,3,4,5,8,4,5,12,8,27,8,5,18,1,7,0,14,7,6,2,4,40,8,10,8,5,0,10,6,6,2,3,2,564,9,0,4,25,2,5,5
ERBB3,0,0,0,1,0,0,3,8,34,0,0,1,2,25,0,20,0,8,0,0,0,13,7,10,4,0,0,0,0,74,22,31,0,12,0,30,51,0,25,29
ERBB4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
ERBIN,10,17,14,22,36,15,45,15,14,6,15,10,14,14,23,7,14,5,9,5,9,13,5,29,4,10,7,13,12,13,11,13,15,13,19,13,8,24,9,6
EREG,71,0,31,32,0,68,16,158,23,13,0,12,2,115,25,0,7,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ERN1,0,1,0,0,1,2,1,8,4,2,1,1,10,5,2,6,1,1,2,1,4,1,1,1,1,22,1,1,0,1,0,1,1,0,0,13,1,1,1,1
ERO1A,16,6,19,16,12,10,25,21,15,21,22,24,14,15,19,9,23,7,12,12,9,18,17,10,36,8,10,7,23,13,13,16,16,17,48,14,10,12,11,23
ERO1B,3,1,2,2,0,4,1,5,14,0,0,0,7,3,1,0,0,1,1,1,3,0,1,2,0,1,1,0,1,0,1,3,2,1,0,1,4,2,2,3
ERP29,38,47,35,92,42,66,34,49,94,81,32,97,79,111,64,72,51,44,35,51,34,48,28,49,78,113,65,43,77,42,78,115,60,50,28,38,57,31,143,53
ESPL1,5,4,4,9,8,1,12,3,9,6,2,10,9,5,10,8,8,7,17,9,9,10,4,8,6,9,7,5,6,7,5,9,9,5,14,4,16,6,15,10
ESR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0
ESR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETF1,69,35,70,42,76,70,62,57,34,27,21,44,52,56,52,54,40,59,78,66,45,50,75,56,24,34,43,62,43,82,54,64,65,37,72,58,39,44,45,42
ETS1,53,9,9,18,41,16,25,2,0,13,23,5,0,0,62,0,29,13,29,3,0,7,15,45,21,5,32,20,25,14,14,30,13,44,41,23,0,21,29,16
ETS2,17,9,22,5,14,4,47,18,71,7,6,5,8,26,7,13,11,14,1,3,0,7,18,10,9,14,9,19,8,0,3,2,13,9,40,24,0,10,4,2
EVC,10,18,2,7,5,5,5,0,0,16,5,8,1,0,6,0,11,0,2,1,5,1,0,3,2,0,3,4,19,5,2,3,7,9,6,0,1,6,8,3
EVC2,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,3,0
EVL,1,0,1,2,3,1,5,1,0,0,3,3,3,0,1,29,0,2,0,4,14,3,3,3,2,0,10,3,1,2,0,2,4,4,4,0,4,4,1,2
EXOC2,9,5,6,12,5,5,12,12,7,7,7,7,12,3,12,8,18,18,17,8,16,7,14,17,8,11,9,13,13,9,7,16,14,11,17,14,11,9,15,6
EXOC7,5,9,6,7,5,7,15,14,17,13,3,8,3,8,9,7,10,8,8,6,18,14,4,9,8,4,14,12,5,19,6,14,10,7,11,16,18,16,10,5
EZR,105,46,183,215,69,45,141,378,166,51,25,279,72,56,61,67,171,123,43,149,60,253,147,490,83,58,296,82,67,65,44,40,405,105,66,137,90,141,26,16
F10,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
F11R,10,11,5,8,2,18,21,18,26,3,0,26,13,11,0,11,2,27,5,2,11,22,28,2,13,10,0,1,1,8,6,1,18,0,2,12,34,5,6,0
F2R,5,11,15,0,3,10,4,12,5,66,6,6,7,2,14,0,26,1,6,1,2,17,5,7,14,8,5,34,9,4,2,4,34,27,22,0,0,15,18,41
F2RL1,6,3,43,10,2,4,10,56,37,3,2,23,0,39,14,3,107,22,45,0,0,46,16,0,58,3,1,74,0,0,0,0,22,0,0,15,2,4,0,6
F3,37,1,2,0,0,0,31,18,10,61,90,85,0,106,1,1,259,51,0,2,1,4,37,361,5,0,70,97,5,0,2,2,191,30,0,1,0,9,0,1
F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0
F7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAAP100,4,4,4,5,4,12,8,7,6,8,4,7,8,7,6,9,9,6,5,6,20,6,8,4,3,9,12,8,7,8,5,14,9,5,7,8,12,12,12,7
FAAP24,1,4,6,2,3,1,2,1,1,1,1,1,4,1,3,2,1,3,3,2,5,3,2,3,2,2,3,4,4,1,4,2,2,3,1,1,2,1,4,2
FABP3,1,0,0,129,1,0,0,0,0,3,1,11,2,2,0,0,0,0,0,0,3,0,5,1,1,0,0,1,0,0,3,1,2,1,0,0,1,0,4,2
FADD,6,9,8,7,7,15,33,14,19,18,4,8,5,12,16,17,19,16,20,7,9,9,12,11,16,10,14,9,5,86,6,46,9,7,20,26,14,15,13,7
FADS2,27,14,23,3,43,3,24,1,1,6,5,2,5,5,1,3,7,0,0,9,13,17,3,7,31,19,38,10,53,0,0,0,10,15,9,1,3,26,1,0
FAF1,12,8,6,8,7,5,10,9,11,6,6,7,19,6,11,5,8,13,10,6,10,6,9,13,2,0,11,8,8,13,7,6,7,9,7,14,5,0,10,7
FAN1,4,4,5,3,3,1,6,8,6,3,2,4,5,8,4,3,2,3,3,3,3,5,2,3,3,2,2,4,4,5,5,4,4,3,13,13,6,10,7,5
FANCA,7,3,4,8,5,2,11,6,5,2,2,7,8,8,5,7,6,5,6,8,5,3,2,7,2,3,8,8,4,5,3,4,5,3,9,4,7,4,5,5
FANCC,4,3,3,2,4,1,4,2,5,2,1,2,4,2,2,3,3,3,3,4,5,2,1,2,1,1,4,4,3,2,2,2,4,4,3,3,2,2,1,2
FANCD2,9,3,9,7,14,2,10,5,8,2,4,4,31,8,6,8,5,4,9,7,7,8,7,6,7,17,4,7,3,7,5,9,10,6,9,4,14,7,4,5
FANCE,2,1,1,1,5,1,10,5,4,2,2,4,9,10,13,3,17,11,6,6,14,3,4,10,4,5,10,4,6,4,2,4,3,5,6,6,6,4,4,3
FANCF,2,4,3,2,1,3,1,2,5,0,0,0,4,3,4,3,1,2,0,2,5,6,1,2,1,4,3,2,1,5,5,4,4,3,3,8,6,2,4,4
FANCG,7,9,11,8,18,5,29,6,15,8,3,13,10,19,19,12,16,34,27,13,10,12,8,11,7,11,15,11,13,9,9,8,14,13,14,6,15,12,12,5
FANCI,17,11,27,14,24,6,17,11,18,6,4,13,39,17,12,29,15,15,22,22,17,11,10,16,11,30,18,21,18,23,30,24,20,15,22,12,23,23,30,13
FANCL,16,10,20,19,6,15,12,13,17,7,1,6,21,20,16,9,7,14,15,12,22,12,6,8,8,8,7,12,6,15,21,19,15,8,13,27,6,11,13,23
FANCM,0,0,3,1,2,0,3,1,1,0,0,2,2,2,1,2,1,1,2,2,1,2,1,2,3,1,0,1,1,2,1,1,1,1,3,1,3,2,1,2
FARP2,8,2,3,4,3,2,2,2,5,2,2,4,2,4,2,3,2,2,4,4,5,3,2,2,1,4,3,2,2,32,18,21,5,3,4,2,1,2,18,19
FAS,18,13,7,32,5,14,4,5,5,6,3,11,0,4,8,1,1,0,5,4,1,2,5,2,1,3,0,5,0,0,0,1,1,4,10,0,6,0,4,4
FASN,34,18,23,45,36,17,64,40,90,125,47,41,53,12,79,118,23,101,35,100,55,64,60,36,19,55,71,52,112,98,58,86,30,41,56,35,125,49,125,58
FAT4,0,1,0,3,2,0,1,0,0,3,3,0,0,0,3,0,7,0,1,1,0,0,1,0,0,0,1,3,1,0,0,0,1,3,0,0,0,1,0,0
FBP1,0,0,0,0,0,0,4,0,7,2,0,0,0,8,0,96,21,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
FBXL3,7,3,5,5,5,4,4,6,6,5,3,5,2,8,7,2,6,8,4,2,2,3,3,9,5,2,3,4,7,3,3,5,6,8,12,9,4,3,6,2
FBXO25,1,1,1,0,1,2,1,2,3,1,2,0,2,5,0,1,1,2,1,0,1,3,1,1,0,2,1,0,2,4,2,1,2,2,1,5,1,2,0,1
FBXO32,0,10,0,0,35,6,0,0,0,9,3,0,0,2,5,0,2,3,0,0,0,1,0,0,1,0,1,10,41,12,15,35,0,37,0,0,6,38,9,6
FBXO43,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1,0,0,1,2,1,0,2,0,0,0,0,0,2,1
FBXO5,20,3,8,7,18,4,10,9,9,6,3,9,20,12,8,7,12,8,23,6,8,7,5,13,5,10,10,12,7,5,7,8,10,13,21,14,6,11,6,7
FBXW11,13,9,18,9,21,12,23,16,14,13,12,10,12,7,16,16,16,21,16,11,18,18,29,25,15,10,15,19,14,31,14,10,17,13,26,17,15,25,11,9
FCER2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGR2A,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,4,0,1,0,0,0,0,3,11
FDPS,39,32,28,49,41,36,59,15,77,24,27,32,61,32,45,29,27,70,55,56,24,52,59,32,52,59,51,29,105,22,22,33,35,65,50,31,43,23,35,18
FER,3,1,2,3,3,1,2,7,0,1,2,3,3,3,2,0,3,2,2,1,4,3,2,2,2,0,1,2,2,6,4,1,4,3,7,1,1,4,2,1
FERMT3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,109,0,0,0,0,39,0,0,0,0,0,8,0,0,0,0,0,0,0,0,76,0,2,0,0,0
FES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
FFAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGD3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,3,3,0,0,0
FGF1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1,2,1,0,8,0,1,2,0,0,0,2,0,0,0,1,0,0
FGF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FGF17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FGF18,0,0,0,0,1,0,0,1,2,0,0,39,0,0,0,0,0,0,0,0,0,36,35,0,0,0,0,0,0,0,0,0,24,0,0,4,0,1,0,0
FGF19,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
FGF2,8,36,20,49,64,83,8,3,2,4,10,0,6,3,65,0,0,1,2,7,101,1,0,11,1,0,8,9,1,0,0,2,42,7,0,0,0,26,1,2
FGF20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
FGF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,5,0,0,2,8,0,0,0,0,0,6,0,0,0,24,0,3,0,3,0,0,0,0,5,1,0,4,30,0,0,1,0,0,0,0,0,0,1,0,0
FGF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
FGFR1,6,14,13,24,13,5,12,9,2,8,18,16,0,0,21,1,15,3,4,2,44,4,5,23,3,0,26,11,23,0,0,3,13,12,0,6,2,12,1,3
