symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
DRD5,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-2,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1
DROSHA,1,0,0,1,1,2,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,-1,1,1,0,-1,0,1,0,1,1,1,1,1,-1,1
DSC2,-1,-1,0,0,-1,1,0,0,0,1,-1,1,0,-1,1,0,-1,-1,0,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,-2,-2,-1,-1,0,-1
DSG2,-1,-1,0,0,-1,1,0,0,0,1,-1,1,0,-1,0,0,-1,-1,0,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,-2,-2,-1,-1,0,-1
DTX1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,-1,2,0
DTX3,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,1,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,0
DTX3L,-1,0,0,1,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,2,1,1,1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,1
DTX4,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,1,-1,-1,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,0,-1
DUSP1,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
DUSP10,1,0,1,0,1,1,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
DUSP16,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,0,2,0,0,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,0,0
DUSP2,1,0,1,-1,0,-1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0
DUSP3,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
DUSP4,-1,0,0,1,0,0,0,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0
DUSP5,0,0,1,-2,0,0,1,0,0,-1,0,-1,0,0,-1,0,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1
DUSP6,0,0,1,-1,1,1,0,-2,0,-1,0,0,2,1,1,0,-1,1,1,0,0,-1,-1,1,0,0,0,0,0,-1,1,1,-1,0,0,1,0,-1,1
DUSP7,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
DUSP8,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1
DVL1,-1,-1,-1,1,-1,-1,-1,2,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0
DVL3,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,-1,2,1,-1,1
DYNC1H1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,0,-1,1,-1,2,0,-1,0,-1,0,0,0,0,-1,1,-1,-1,0
DYNC1I1,1,1,2,0,1,1,0,0,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,0,1,1
DYNC1I2,1,0,1,-1,0,-1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,-1,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1
DYNC1LI1,-1,0,0,0,-1,-1,0,0,0,1,-1,1,0,0,0,0,-1,-1,0,1,1,0,1,1,0,1,0,0,1,0,1,-1,0,0,0,1,0,-1,-1
DYNC1LI2,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,-1,-1,-1,-1
E2F1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,0,1,-1,1,1,1,1,0,1,0,1,1,1,1,2,1,0,1,1,-1,1,1
E2F2,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0
E2F3,-1,-1,0,1,-1,1,2,0,-1,1,-1,1,-1,1,1,1,1,-1,0,2,0,2,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
E2F4,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,-1,-1,-1,-1
E2F5,1,1,0,1,1,1,2,0,1,2,1,0,1,1,1,1,-1,1,0,0,0,1,0,1,0,-1,0,1,1,1,1,1,0,0,0,1,0,2,1
EBAG9,1,1,0,1,1,1,2,0,1,2,1,0,2,2,2,1,-1,1,0,0,0,-1,1,1,1,-1,0,1,1,1,1,1,0,0,0,2,0,2,1
ECSIT,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
EDARADD,1,0,1,1,1,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,0,1,1,-2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
EDN1,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
EDN2,-1,-1,-1,1,0,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,0,0
EDN3,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,-1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
EDNRB,0,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-2,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
EEA1,-1,0,1,-1,1,0,0,0,0,-1,-1,0,1,1,1,0,-1,1,1,-1,0,-1,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,1,0,-1,1
EEF1A1,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,2,-1,1,1,1,0,0,0,0,2,0,2,1,0,1,0,0,-1,0,0,0,0,-1,0,2,-1
EEF1A2,0,-1,0,1,1,-1,-1,0,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,0,1,0,1,0,-1,1,1,1,0,1,1,1,1,1,0,1
EEF2,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
EEF2K,1,-2,1,-1,-1,-1,0,0,-1,-2,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,0,-1,1,-1,0,-1,0,0,0,-1,-1,-1
EFNA1,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,1,1,-1,0
EFNA2,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
EFNA3,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,1,1,-1,0
EFNA4,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,1,1,-1,0
EFNA5,1,1,0,1,1,0,0,0,1,-1,0,0,0,1,1,0,0,-1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
EFNB2,0,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,0,1,1,-1,-1,0,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
EFNB3,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
EGFR,1,0,2,1,1,1,0,0,1,1,1,0,0,0,-1,0,2,1,-2,1,0,1,-1,1,1,1,1,2,1,0,1,-1,1,1,1,1,1,1,2
EGLN2,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,0
EGLN3,-1,0,0,-1,-1,2,0,0,1,0,0,-1,0,0,1,0,-1,0,1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1,0,0,0
EGR1,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,1,1,1,1,1,0,2,-2,1,0,0,1,-1,-1
EGR2,-1,0,1,0,1,1,0,0,1,-1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1
EGR3,-1,-1,-1,1,0,0,-1,2,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,-1,0,-2,0
EHD1,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
EHD2,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
EHHADH,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,1,1
EHMT1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,0,0,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,-1,0,0,1,0,-1,1,1,-1,-1
EHMT2,-1,-1,-1,0,-1,0,-2,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1
EI24,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
EIF1B,-1,-1,0,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,-1,-1
EIF2AK1,1,0,2,1,1,1,0,0,2,1,1,0,0,0,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,1
EIF2AK2,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,0,1
EIF2AK3,1,1,1,-1,0,-1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,1,1,1
EIF2AK4,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,2,-1,0,0,0,1,-1,-1
EIF2B1,-1,0,1,-1,1,0,0,0,-1,-1,0,0,1,1,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,0,-1,0
EIF2B2,-1,0,-1,-1,-1,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
EIF2B3,-1,-1,-1,1,0,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,0,0
EIF2B4,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,1,1
EIF2B5,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,-1,2,1,-1,1
EIF2S1,-1,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,1,-1,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,1,0
EIF2S2,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,0,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,-1,1,1
EIF3A,0,0,1,-2,0,0,1,0,0,-1,0,-1,0,0,-1,0,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1
EIF3B,1,-1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1
EIF3D,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,1,0,-1,0,-1,-1,-1,-1,1
EIF3F,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,0,0,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,-1,0,1,0,0,-1,0,1,-1,0,-1,-1
EIF3H,1,0,0,1,1,1,2,0,1,2,1,0,2,2,1,1,-1,1,0,1,1,-1,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
EIF3J,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,-1,-1,0,0,0,1,1,-1
EIF4A1,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
EIF4A2,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,0,1
EIF4A3,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,-1,1,-1,1,0,1,1,-1,1,0,2,0,-1,0,1,1,1,-1,0
EIF4B,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,-1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,2,0
EIF4E,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
EIF4E1B,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
EIF4E2,-1,0,1,-1,0,-1,0,0,-1,1,0,-1,0,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,1
EIF4EBP1,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,1,0,-2,0
EIF4EBP2,0,0,1,0,1,0,-1,0,1,-1,0,1,0,-1,-1,0,0,0,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-2,-1
EIF4G1,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,-1,2,1,-1,1
EIF4G2,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,1,-1,0,-1,-1
EIF4G3,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,1,0
EIF5,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,0,-1,1,-1,2,0,-1,0,-1,0,0,0,0,-1,1,-1,-1,0
ELAVL1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
ELF5,1,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,2,0,0,0,-1,0,0,-1,0,1,1,1,-1,-1
ELMO1,1,0,1,1,1,1,0,0,1,1,1,0,0,-1,0,0,1,1,1,1,0,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1
ELMO2,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,0,1,0,1,-2,1,1,-1,1,1
ELMO3,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,-1,-1,-1,-1
ENAH,1,0,1,1,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
ENO1,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,2,0,-1,0,1,1,0,1,0,2,-1,0,0,0,0,-1,0,1,0
ENO2,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0
ENO3,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
ENO4,0,0,1,-2,0,0,2,0,0,-1,0,-1,0,-1,0,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ENTPD3,-1,-1,0,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,1,0,0,-1,-1
ENTPD8,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,0,0,-1,1,-1,-1,-1,1,1,1,-1,0,0,-1,-1,0,0,1,0,-1,1,1,-1,-1
EP300,-1,-1,-1,-1,-1,-1,-2,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,2,1,1,-1,-1,0,-1,-1,-1,-1,0
EPAS1,1,1,1,-1,0,0,0,0,0,1,0,0,0,2,-1,-1,1,1,1,1,0,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,0,1
EPB41L4B,1,0,0,1,0,1,0,0,-1,-1,0,0,0,1,0,0,-1,-1,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,1,-1,-1
EPHA1,2,2,1,1,1,1,2,0,2,1,1,1,1,-1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,-1,1,1,2,-1,1,1,2
EPHA2,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,0,-1,1,2,0,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0
EPHA4,-1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,-1,-1,0,1,1,0,-1,-1,0,-1,1,0,-1,0,1,0,0,-1,0,0,-1,0,1,1
EPHA5,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,0,-1,1,0,-1,0,0,0,1,-1,1,1,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
EPHA6,0,1,0,0,-1,-1,1,-2,0,1,-1,-1,0,0,1,0,1,1,0,0,1,0,-1,1,1,0,0,1,2,0,1,1,1,0,0,1,0,1,-1
EPHA7,-1,-1,0,1,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,0,-1,0,-1,1,0,1,0,0,-1,1,1,0,1,-1,0,-1,0
EPHA8,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0
EPHB1,-1,-1,0,0,1,-1,0,0,1,1,-1,-1,0,0,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,0,1,1,1,0,0,1,0,-1,0,0,-1,2
EPHB2,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0
EPHB3,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,-1,2,1,-1,1
EPHB4,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,1
EPHB6,1,0,1,0,1,0,0,0,2,1,1,1,1,-1,1,1,0,1,1,-1,0,2,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1
EPN1,1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,1
EPN3,1,1,1,-1,0,0,1,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,0,0
EPO,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,1
EPOR,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
EPS15,0,-1,-1,1,0,-1,0,0,0,1,0,1,0,0,-1,-1,1,0,-1,1,0,0,1,0,1,1,0,1,0,1,-1,0,0,0,0,-1,1,1,1
EPS15L1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
ERBB2,0,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,0,0,2,-1,0,0,0,1,0,0
ERBB3,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0
ERBB4,0,0,1,-1,-2,-1,-2,-2,-2,1,0,-1,-1,-2,1,-1,-1,0,1,-1,0,0,-1,0,1,1,0,1,0,1,0,0,-1,-2,1,-1,0,1,1
EREG,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ERN1,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,1,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,2,0,-1,0,1,1,1,1,1
ESPL1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0
ESR1,-1,-1,0,1,-1,-1,0,0,0,-1,-1,1,0,0,1,-1,0,1,0,0,-1,-1,-1,0,0,1,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1
ESR2,-1,0,0,-1,-1,1,0,0,1,-1,0,-1,0,0,2,0,-1,0,1,-1,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,0,1
ETF1,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,1,1,1,1,1,0,2,0,1,0,0,1,-1,-1
ETS1,-1,-1,0,0,-1,0,0,0,-1,-2,0,0,0,1,-2,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
ETS2,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1
EVC,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-2,-1,0,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1
EVC2,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-2,-1,0,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1
EVL,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,0,-1,1,-1,2,0,-1,0,-1,0,0,0,0,-1,1,-1,-1,0
EXOC2,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,2,-1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
EXOC7,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0
EZR,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1
