symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
F10,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
F11R,1,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,1,0
F2R,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,1,1,1,1,-1,0
F2RL1,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,1,1,1,1,-1,0
F3,-1,-1,0,1,-1,-1,0,0,1,1,0,0,0,0,-1,1,1,0,-1,1,0,2,2,1,-1,1,0,1,1,0,-1,1,1,0,0,-1,1,1,-1
F5,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,-1,-2,1,1,0,1,0,0,0,0,0,1,0,1,1,2,1
F7,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
FABP3,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0
FADD,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,-1,-1,2,-1,2,2,-1,0,1,1,-1,-1,-1
FADS2,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,0,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1
FAF1,0,-1,-1,1,0,-1,0,0,0,1,0,1,0,0,-2,-1,1,0,-1,1,0,0,1,-2,-2,1,0,1,0,1,-1,0,0,0,0,-1,-2,1,1
FAN1,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0
FANCA,0,-1,1,-1,1,-1,1,0,0,1,0,0,0,-1,1,-1,1,0,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-2,-1,1,-1,-1,-1
FANCC,1,-1,0,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
FANCD2,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1
FANCE,-1,-1,0,1,-1,0,-1,0,-1,1,-1,1,0,1,1,2,1,-1,-1,2,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,0,-1
FANCF,1,1,0,-1,0,-1,0,-2,-1,-1,-1,0,0,1,-1,0,-1,-1,0,1,1,-1,-1,1,-1,1,-1,0,0,1,0,1,-1,-2,1,1,1,-1,0
FANCG,0,0,-1,1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,0,2,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,2,1,0,-1,-1,1,-1,-1
FANCI,0,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,2,0,0,-1,0,0,-1,1,1,0
FANCL,1,1,1,-1,0,1,0,-2,0,1,0,0,0,1,0,-1,0,1,1,1,0,-1,-1,0,1,1,0,-1,0,1,1,0,-1,0,0,-1,0,1,1
FANCM,-1,1,0,-1,-1,1,1,-2,1,-1,0,-1,0,0,1,0,-1,0,1,0,0,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,0,1
FARP2,-1,0,1,-1,0,-1,0,0,-1,1,-1,-1,0,-1,-2,-1,-1,0,1,1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,0,-1,1
FAS,-1,0,1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-2,0,-1,-1,-1,-1,0,1,1,0,-1,-1
FASN,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,-1,0,1,1,0,1,-1,1,0,1,1,1,1,0,2,0,-1,0,1,1,1,-1,0
FAT4,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
FBP1,1,-1,0,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
FBXL3,0,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
FBXO25,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,1,0,-1,-2,0,0,0,0,-1,0,-1,1
FBXO32,1,0,0,1,1,1,2,0,1,2,1,0,1,2,2,1,-1,1,0,1,-1,-1,2,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
FBXO43,1,0,0,1,1,1,2,0,1,2,1,0,1,1,2,1,1,1,0,-1,-1,1,1,1,0,-1,0,1,0,1,1,0,0,-2,0,1,0,0,1
FBXO5,-1,-1,0,1,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,0,1,0,0,-1,-1,-1,0,0,1,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1
FBXW11,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
FCER2,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
FCGR2A,1,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,0,0
FDPS,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,1,1,-1,0
FER,1,1,0,1,1,0,0,0,1,-1,0,0,0,1,1,0,0,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
FERMT3,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
FES,0,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,1,0,0,-1,0,0,-1,1,1,0
FFAR1,1,1,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
FFAR2,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
FGD3,1,-1,0,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
FGF1,1,0,0,1,1,0,-1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1
FGF10,1,1,0,1,1,2,0,-2,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,-1,0,2,1,1,1,1,1,1,0,1
FGF17,-1,-1,-1,1,0,0,-1,2,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,-1,0,-2,0
FGF18,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1
FGF19,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,1,-1,2,1,2,2,-1,0,1,1,-1,-1,-1
FGF2,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
FGF20,-1,1,0,1,0,1,0,2,-1,1,1,0,0,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,0,0,1,1,-1,-1,1,0,1,0,-1,0,-1,1
FGF22,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
FGF3,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,1,-1,2,1,2,2,-1,0,1,1,-1,-1,-1
FGF4,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,1,-1,2,1,2,2,-1,0,1,1,-1,-1,-1
FGF5,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
FGF6,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0
FGF8,0,0,1,0,0,0,1,0,0,-1,0,-1,0,0,-1,0,-1,0,1,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1
FGF9,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1
FGFR1,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,-2,-1,1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,1,0,-1,-1
FGFR2,-1,0,1,-2,0,0,2,0,0,-1,0,-1,0,-1,0,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,-1,-1
FGFR3,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1
FGFR4,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,-1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
FGR,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0
FHL2,1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0,1,0,1,1,0,1,0,1,-1,0,-1,0,0,-1,0,0,1
FIP1L1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1
FIS1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,1
FLCN,0,1,1,1,-1,-2,-1,0,-1,1,0,-1,0,1,-1,0,-1,-1,1,0,1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,-1,0,0,-1,1,-1,0
FLNB,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,1,0,1,-1,0,0,0,-1,0,-2,-1
FLNC,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1
FLOT1,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
FLOT2,0,1,1,-1,0,0,0,0,0,-1,0,1,0,1,-1,0,0,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,0,0,2,-1,0,0,1,1,0,0
FLT1,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1
FLT3,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1
FLT3LG,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
FLT4,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
FN1,-1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,-1,-1,0,1,1,0,0,-1,0,-1,1,0,1,0,1,0,0,-1,-2,0,-1,0,1,0
FNIP1,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,0,-1,0,-1,1,1,1,0,0,0,0,1,0,0,1,0,-1
FNIP2,0,-1,0,-1,0,-2,0,2,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
FOS,-1,0,-1,-1,-1,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
FOSB,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
FOSL1,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
FOSL2,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,1,1,-1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,0,1
FOXA2,1,1,0,0,-1,-1,0,0,-1,1,1,-1,0,1,1,0,1,1,1,0,1,-1,-1,0,0,1,0,1,-1,1,1,0,1,0,1,1,0,1,1
FOXM1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,0,0,-1,-1,0,1,0,0,-1,0
FOXO1,-1,-1,0,0,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-2,0,-1,-1,0,1,-1
FOXO3,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1
FOXP1,-1,1,0,0,-1,-1,1,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-1,1,0,-1,0,1,1,2,1,-1,1,0,-1,-1,0,2,2
FRAS1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
FRAT1,1,0,1,0,1,0,0,0,0,-1,0,-1,0,-1,1,0,-1,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-2,-1
FRAT2,1,0,1,0,1,0,0,0,0,-1,0,-1,0,-1,1,0,-1,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-2,-1
FREM1,1,0,0,2,-1,-1,0,0,-1,-1,0,-1,0,1,-1,-2,-1,-1,0,0,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,1,0,-1,-1,1,-1,-1
FRMD1,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,1,0,-1,-1,1,0,0,-1,0,-1,1,-1,0,0,1,0,-2,0,0,-1,0,0,0,-1,-1,0,-1,-1
FRMD6,-1,0,0,-1,-1,2,0,0,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,1
FRS2,0,0,2,-1,1,1,0,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,0,1,-1,1,0,0,0,0,0,-1,1,1,-1,0,0,1,0,2,1
FST,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,1,1,-1,0
FTH1,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,-1,0,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1
FTL,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
FXR1,0,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,0,2,1,1,1
FXR2,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
FXYD1,1,1,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,1,2,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
FXYD2,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,0,1,1,-1,-1,1,-1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
FXYD4,1,0,1,-1,0,0,0,0,0,-1,0,1,0,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,1,-1,-1
FYN,-1,-1,0,1,-1,-1,0,2,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1
FZD1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,-1,1,1,1,1,-2,1,1,1,-1,1,1,1,-1,0,1,1
FZD10,-1,0,2,-1,1,0,-1,2,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,-1,-2,1
FZD2,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
FZD3,-1,0,0,1,0,0,0,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0
FZD4,-1,0,0,0,-1,0,0,0,-1,1,0,0,0,1,-1,0,1,-1,0,1,-1,0,1,1,0,1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,0,0
FZD5,1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,-1,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1
FZD6,1,0,0,1,1,1,2,0,1,2,1,0,1,1,2,1,1,1,0,-1,-1,1,1,1,0,-1,0,1,1,1,1,0,0,-2,0,1,0,1,1
FZD7,1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1
FZD8,1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,0,1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1
FZD9,1,0,1,-1,0,0,0,2,1,1,1,1,0,0,0,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,0,1
FZR1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
G6PC3,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
GAB1,0,-1,0,-1,0,1,0,0,0,-1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
GAB2,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,1,1,0,1,1,-1,1,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
GABARAP,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
GABBR1,-1,-1,-1,1,-1,0,-2,0,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1
GABBR2,1,-1,0,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
GABRA1,1,1,0,1,1,1,1,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,2,1,-1,0,0,1,0,1,1,0,0
GABRA2,0,-1,0,-1,1,1,1,-2,-1,-1,-1,0,0,-1,0,1,-1,1,0,0,0,-1,-1,-1,-1,-1,0,-2,0,-1,-1,0,-1,0,0,-1,0,-1,0
GABRA4,0,-1,0,-1,1,1,1,-2,-1,-1,-1,0,0,-1,0,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,0
GABRA5,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0
GABRB1,0,-1,0,-1,1,1,1,-2,-1,-1,-1,0,0,-1,0,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
GABRB2,1,1,0,1,1,1,1,0,0,-1,0,0,0,1,1,0,1,1,1,1,2,2,1,1,0,1,1,1,2,1,-1,0,0,1,0,1,1,0,0
GABRB3,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0
GABRD,-1,-1,-1,1,-1,-1,-1,2,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0
GABRG3,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0
GABRP,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1
GADD45A,0,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,1,1,1,-1,1,0,1,0,1,-1,2,1,0,0,-1,1,0,1
GADD45B,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
GADD45G,1,-1,0,1,-1,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,-1,0,0,0,1,0,0,0,1,-1,-1
GAL,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,-1,-1,-1,1,-1,2,-1,0,1,1,-1,-1,-1
GALR1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,-1,-1,-1,1,0,-1,0,-1,0,1,-1,0,-1,0,-2,-1,-1,-1,-1
GALR2,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0
GALR3,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-2,-1,-1,-1,-2,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,2
GAPDH,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0
GAS1,1,-1,0,1,-1,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
GAS6,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
GATA3,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,-1,1,-1,-1,1,-2,0,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1
GATA4,-1,0,-1,1,0,0,-1,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0
GCGR,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,-1,0,1,1,0,1,-1,1,0,1,1,1,1,0,2,2,-1,0,1,1,1,-1,0
GCK,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-1,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1
