Drug A,Drug B,Cell Line Name,Score
Thalidomide,Cladribine,CAKI-1,-8.666666666666666
Thalidomide,Cladribine,DU-145,-7.4444444444444455
Thalidomide,Cladribine,HCT-15,-0.7777777777777778
Thalidomide,Cladribine,HOP-92,-7.555555555555554
Thalidomide,Cladribine,HS 578T,-4.777777777777779
Thalidomide,Cladribine,K-562,-5.111111111111111
Thalidomide,Cladribine,KM12,-15.333333333333336
Thalidomide,Cladribine,LOX IMVI,-9.0
Thalidomide,Cladribine,MCF7,-7.888888888888887
Thalidomide,Cladribine,MDA-MB-231/ATCC,1.4444444444444444
Thalidomide,Cladribine,MDA-MB-468,-0.5555555555555556
Thalidomide,Cladribine,NCI-H23,-13.555555555555555
Thalidomide,Cladribine,NCI-H522,-1.5555555555555556
Thalidomide,Cladribine,OVCAR-3,-8.444444444444445
Thalidomide,Cladribine,OVCAR-4,-11.0
Thalidomide,Cladribine,OVCAR-8,-8.11111111111111
Thalidomide,Cladribine,RPMI-8226,-11.444444444444445
Thalidomide,Cladribine,SF-268,-6.333333333333332
Thalidomide,Cladribine,SF-295,-3.2222222222222223
Thalidomide,Cladribine,SF-539,-9.111111111111107
Thalidomide,Cladribine,SK-MEL-28,-1.2222222222222223
Thalidomide,Cladribine,SK-MEL-5,-3.555555555555556
Thalidomide,Cladribine,SK-OV-3,-10.0
Thalidomide,Cladribine,SW-620,0.3333333333333333
Thalidomide,Cladribine,U251,-12.0
Thalidomide,Cladribine,UACC-257,-4.888888888888889
Thalidomide,Cladribine,UACC-62,8.222222222222221
Thalidomide,Docetaxel,786-0,-4.0
Thalidomide,Docetaxel,A498,-9.555555555555557
Thalidomide,Docetaxel,ACHN,-8.444444444444445
Thalidomide,Docetaxel,CAKI-1,-11.444444444444445
Thalidomide,Docetaxel,DU-145,-10.111111111111107
Thalidomide,Docetaxel,HCT-15,-0.1111111111111111
Thalidomide,Docetaxel,HOP-92,-8.777777777777779
Thalidomide,Docetaxel,K-562,2.1111111111111107
Thalidomide,Docetaxel,LOX IMVI,-6.666666666666668
Thalidomide,Docetaxel,MCF7,-7.777777777777778
Thalidomide,Docetaxel,MDA-MB-231/ATCC,0.4444444444444444
Thalidomide,Docetaxel,MDA-MB-468,7.4444444444444455
Thalidomide,Docetaxel,NCI-H23,-12.555555555555555
Thalidomide,Docetaxel,OVCAR-3,-15.0
Thalidomide,Docetaxel,OVCAR-4,-9.333333333333334
Thalidomide,Docetaxel,RPMI-8226,-11.666666666666664
Thalidomide,Docetaxel,SF-268,2.2222222222222223
Thalidomide,Docetaxel,SF-295,3.4444444444444446
Thalidomide,Docetaxel,SF-539,0.0
Thalidomide,Docetaxel,SK-MEL-28,0.0
Thalidomide,Docetaxel,SK-OV-3,-8.11111111111111
Thalidomide,Docetaxel,SW-620,-6.4444444444444455
Thalidomide,Docetaxel,UACC-257,-11.0
Thalidomide,Docetaxel,UACC-62,-2.333333333333333
Thalidomide,Mitotane,786-0,0.0
Thalidomide,Mitotane,A498,-3.7777777777777777
Thalidomide,Mitotane,ACHN,-1.7777777777777777
Thalidomide,Mitotane,BT-549,-4.777777777777779
Thalidomide,Mitotane,CAKI-1,-2.333333333333333
Thalidomide,Mitotane,DU-145,-7.333333333333332
Thalidomide,Mitotane,HCT-15,-0.8888888888888888
Thalidomide,Mitotane,HOP-92,-4.2222222222222205
Thalidomide,Mitotane,HS 578T,1.5555555555555556
Thalidomide,Mitotane,K-562,-13.555555555555555
Thalidomide,Mitotane,KM12,-0.3333333333333333
Thalidomide,Mitotane,LOX IMVI,-4.2222222222222205
Thalidomide,Mitotane,MCF7,-0.7777777777777778
Thalidomide,Mitotane,MDA-MB-231/ATCC,-0.4444444444444444
Thalidomide,Mitotane,MDA-MB-468,2.1111111111111107
Thalidomide,Mitotane,NCI-H23,-6.0
Thalidomide,Mitotane,NCI-H522,-5.333333333333333
Thalidomide,Mitotane,OVCAR-3,1.8888888888888888
Thalidomide,Mitotane,OVCAR-4,-3.888888888888889
Thalidomide,Mitotane,OVCAR-8,-3.2222222222222223
Thalidomide,Mitotane,RPMI-8226,-3.4444444444444446
Thalidomide,Mitotane,SF-268,-5.222222222222221
Thalidomide,Mitotane,SF-295,-0.8888888888888888
Thalidomide,Mitotane,SF-539,-6.333333333333332
Thalidomide,Mitotane,SK-MEL-28,0.8888888888888888
Thalidomide,Mitotane,SK-MEL-5,3.6666666666666665
Thalidomide,Mitotane,SK-OV-3,-3.111111111111111
Thalidomide,Mitotane,SW-620,-2.2222222222222223
Thalidomide,Mitotane,U251,1.7777777777777777
Thalidomide,Mitotane,UACC-257,-3.111111111111111
Thalidomide,Mitotane,UACC-62,0.2222222222222222
Thalidomide,Paclitaxel,786-0,0.3333333333333333
Thalidomide,Paclitaxel,A498,-4.666666666666667
Thalidomide,Paclitaxel,ACHN,2.2222222222222223
Thalidomide,Paclitaxel,BT-549,-0.6666666666666666
Thalidomide,Paclitaxel,CAKI-1,-2.888888888888889
Thalidomide,Paclitaxel,DU-145,-5.222222222222221
Thalidomide,Paclitaxel,HCT-15,-6.5555555555555545
Thalidomide,Paclitaxel,HOP-92,0.7777777777777778
Thalidomide,Paclitaxel,HS 578T,8.666666666666666
Thalidomide,Paclitaxel,KM12,-8.777777777777779
Thalidomide,Paclitaxel,LOX IMVI,10.222222222222221
Thalidomide,Paclitaxel,MCF7,-1.3333333333333333
Thalidomide,Paclitaxel,MDA-MB-231/ATCC,1.5555555555555556
Thalidomide,Paclitaxel,NCI-H23,2.888888888888889
Thalidomide,Paclitaxel,NCI-H522,2.7777777777777777
Thalidomide,Paclitaxel,OVCAR-3,16.444444444444443
Thalidomide,Paclitaxel,OVCAR-4,-1.6666666666666667
Thalidomide,Paclitaxel,OVCAR-8,-2.4444444444444446
Thalidomide,Paclitaxel,SF-295,-3.555555555555556
Thalidomide,Paclitaxel,SF-539,-4.777777777777779
Thalidomide,Paclitaxel,SK-MEL-28,0.3333333333333333
Thalidomide,Paclitaxel,SK-OV-3,-0.1111111111111111
Thalidomide,Paclitaxel,SW-620,-1.7777777777777777
Thalidomide,Paclitaxel,U251,-4.333333333333333
Thalidomide,Paclitaxel,UACC-257,-4.4444444444444455
Thalidomide,Paclitaxel,UACC-62,8.777777777777779
Thalidomide,Sirolimus,786-0,1.3333333333333333
Thalidomide,Sirolimus,ACHN,-2.555555555555556
Thalidomide,Sirolimus,BT-549,1.4444444444444444
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111
Thalidomide,Sirolimus,DU-145,-5.777777777777778
Thalidomide,Sirolimus,HCT-15,-1.5555555555555556
Thalidomide,Sirolimus,HOP-92,-2.7777777777777777
Thalidomide,Sirolimus,HS 578T,-2.888888888888889
Thalidomide,Sirolimus,K-562,-12.333333333333336
Thalidomide,Sirolimus,KM12,-2.1111111111111107
Thalidomide,Sirolimus,LOX IMVI,5.111111111111111
Thalidomide,Sirolimus,MCF7,0.1111111111111111
Thalidomide,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Thalidomide,Sirolimus,MDA-MB-468,6.333333333333332
Thalidomide,Sirolimus,NCI-H522,2.2222222222222223
Thalidomide,Sirolimus,OVCAR-3,-4.888888888888889
Thalidomide,Sirolimus,OVCAR-4,1.8888888888888888
Thalidomide,Sirolimus,OVCAR-8,-0.2222222222222222
Thalidomide,Sirolimus,RPMI-8226,-3.333333333333333
Thalidomide,Sirolimus,SF-268,-2.4444444444444446
Thalidomide,Sirolimus,SF-295,-1.8888888888888888
Thalidomide,Sirolimus,SF-539,3.4444444444444446
Thalidomide,Sirolimus,SK-MEL-28,-1.2222222222222223
Thalidomide,Sirolimus,SK-MEL-5,-6.5555555555555545
Thalidomide,Sirolimus,SK-OV-3,-1.4444444444444444
Thalidomide,Sirolimus,SW-620,4.0
Thalidomide,Sirolimus,U251,-1.3333333333333333
Thalidomide,Sirolimus,UACC-257,-5.666666666666668
Thalidomide,Sirolimus,UACC-62,4.111111111111111
Thalidomide,Tretinoin,786-0,-7.777777777777778
Thalidomide,Tretinoin,A498,-2.4444444444444446
Thalidomide,Tretinoin,ACHN,-2.555555555555556
Thalidomide,Tretinoin,BT-549,-9.666666666666666
Thalidomide,Tretinoin,CAKI-1,4.2222222222222205
Thalidomide,Tretinoin,DU-145,-11.777777777777779
Thalidomide,Tretinoin,HCT-15,-6.888888888888888
Thalidomide,Tretinoin,HOP-92,0.1111111111111111
Thalidomide,Tretinoin,HS 578T,0.2222222222222222
Thalidomide,Tretinoin,K-562,-14.888888888888893
Thalidomide,Tretinoin,KM12,-4.888888888888889
Thalidomide,Tretinoin,LOX IMVI,-5.222222222222221
Thalidomide,Tretinoin,MCF7,-1.0
Thalidomide,Tretinoin,MDA-MB-231/ATCC,-6.4444444444444455
Thalidomide,Tretinoin,MDA-MB-468,-0.1111111111111111
Thalidomide,Tretinoin,NCI-H23,-0.1111111111111111
Thalidomide,Tretinoin,NCI-H522,-2.888888888888889
Thalidomide,Tretinoin,OVCAR-3,-21.33333333333333
Thalidomide,Tretinoin,OVCAR-4,-2.0
Thalidomide,Tretinoin,OVCAR-8,-3.4444444444444446
Thalidomide,Tretinoin,RPMI-8226,-20.0
Thalidomide,Tretinoin,SF-268,-5.0
Thalidomide,Tretinoin,SF-295,-6.5555555555555545
Thalidomide,Tretinoin,SF-539,-2.7777777777777777
Thalidomide,Tretinoin,SK-MEL-28,-9.111111111111107
Thalidomide,Tretinoin,SK-MEL-5,-6.0
Thalidomide,Tretinoin,SK-OV-3,-3.888888888888889
Thalidomide,Tretinoin,SW-620,-4.888888888888889
Thalidomide,Tretinoin,U251,-12.666666666666664
Thalidomide,Tretinoin,UACC-257,-0.6666666666666666
Thalidomide,Tretinoin,UACC-62,-2.555555555555556
Tretinoin,Celecoxib,786-0,-4.111111111111111
Tretinoin,Celecoxib,A498,-7.0
Tretinoin,Celecoxib,A549/ATCC,-3.0
Tretinoin,Celecoxib,ACHN,-2.0
Tretinoin,Celecoxib,BT-549,-3.2222222222222223
Tretinoin,Celecoxib,DU-145,-14.333333333333336
Tretinoin,Celecoxib,HCT-116,-3.333333333333333
Tretinoin,Celecoxib,HCT-15,-11.0
Tretinoin,Celecoxib,HOP-92,2.555555555555556
Tretinoin,Celecoxib,HS 578T,9.333333333333334
Tretinoin,Celecoxib,IGROV1,-3.4444444444444446
Tretinoin,Celecoxib,K-562,-6.4444444444444455
Tretinoin,Celecoxib,KM12,4.111111111111111
Tretinoin,Celecoxib,LOX IMVI,-17.22222222222222
Tretinoin,Celecoxib,MALME-3M,-6.5555555555555545
Tretinoin,Celecoxib,MCF7,-2.2222222222222223
Tretinoin,Celecoxib,MDA-MB-231/ATCC,-6.5555555555555545
Tretinoin,Celecoxib,MDA-MB-468,-4.5555555555555545
Tretinoin,Celecoxib,NCI-H23,1.0
Tretinoin,Celecoxib,NCI-H460,-2.555555555555556
Tretinoin,Celecoxib,NCI-H522,-0.6666666666666666
Tretinoin,Celecoxib,OVCAR-3,-14.777777777777779
Tretinoin,Celecoxib,OVCAR-4,1.4444444444444444
Tretinoin,Celecoxib,PC-3,-2.7777777777777777
Tretinoin,Celecoxib,RPMI-8226,-0.7777777777777778
Tretinoin,Celecoxib,SF-268,-25.777777777777786
Tretinoin,Celecoxib,SK-MEL-28,-10.0
Tretinoin,Celecoxib,SK-MEL-5,-0.3333333333333333
Tretinoin,Celecoxib,SK-OV-3,-3.4444444444444446
Tretinoin,Celecoxib,SNB-75,-2.555555555555556
Tretinoin,Celecoxib,SR,-6.5555555555555545
Tretinoin,Celecoxib,SW-620,-7.777777777777778
Tretinoin,Celecoxib,T-47D,0.2222222222222222
Tretinoin,Celecoxib,U251,-8.222222222222221
Tretinoin,Celecoxib,UACC-257,-0.4444444444444444
Tretinoin,Celecoxib,UACC-62,-2.1111111111111107
Tretinoin,Cladribine,786-0,-3.333333333333333
Tretinoin,Cladribine,A498,-8.0
Tretinoin,Cladribine,A549/ATCC,-2.333333333333333
Tretinoin,Cladribine,ACHN,-1.7777777777777777
Tretinoin,Cladribine,BT-549,-4.666666666666667
Tretinoin,Cladribine,DU-145,-1.3333333333333333
Tretinoin,Cladribine,HCT-116,-12.777777777777779
Tretinoin,Cladribine,HCT-15,-2.888888888888889
Tretinoin,Cladribine,HOP-92,-9.111111111111107
Tretinoin,Cladribine,HS 578T,6.666666666666668
Tretinoin,Cladribine,IGROV1,2.333333333333333
Tretinoin,Cladribine,K-562,-2.555555555555556
Tretinoin,Cladribine,KM12,-3.555555555555556
Tretinoin,Cladribine,LOX IMVI,-10.555555555555557
Tretinoin,Cladribine,MALME-3M,-0.6666666666666666
Tretinoin,Cladribine,MCF7,0.0
Tretinoin,Cladribine,MDA-MB-231/ATCC,6.777777777777778
Tretinoin,Cladribine,MDA-MB-468,-2.888888888888889
Tretinoin,Cladribine,NCI-H23,0.2222222222222222
Tretinoin,Cladribine,NCI-H460,-5.888888888888888
Tretinoin,Cladribine,NCI-H522,-0.5555555555555556
Tretinoin,Cladribine,OVCAR-3,10.444444444444443
Tretinoin,Cladribine,OVCAR-4,-3.555555555555556
Tretinoin,Cladribine,PC-3,-4.4444444444444455
Tretinoin,Cladribine,RPMI-8226,-1.3333333333333333
Tretinoin,Cladribine,SF-268,-24.0
Tretinoin,Cladribine,SK-MEL-28,-6.1111111111111125
Tretinoin,Cladribine,SK-MEL-5,-1.1111111111111112
Tretinoin,Cladribine,SK-OV-3,-2.333333333333333
Tretinoin,Cladribine,SNB-75,-0.2222222222222222
Tretinoin,Cladribine,SR,-8.11111111111111
Tretinoin,Cladribine,SW-620,-6.1111111111111125
Tretinoin,Cladribine,T-47D,-3.7777777777777777
Tretinoin,Cladribine,U251,2.888888888888889
Tretinoin,Cladribine,UACC-257,-1.8888888888888888
Tretinoin,Cladribine,UACC-62,6.1111111111111125
Vorinostat,Azacitidine,A498,-7.777777777777778
Vorinostat,Azacitidine,A549/ATCC,-1.6666666666666667
Vorinostat,Azacitidine,BT-549,-3.555555555555556
Vorinostat,Azacitidine,DU-145,-3.7777777777777777
Vorinostat,Azacitidine,HCT-116,-0.8888888888888888
Vorinostat,Azacitidine,HS 578T,8.888888888888891
Vorinostat,Azacitidine,IGROV1,-0.7777777777777778
Vorinostat,Azacitidine,K-562,-4.111111111111111
Vorinostat,Azacitidine,KM12,-1.6666666666666667
Vorinostat,Azacitidine,LOX IMVI,-0.2222222222222222
Vorinostat,Azacitidine,MALME-3M,-7.1111111111111125
Vorinostat,Azacitidine,MDA-MB-231/ATCC,-8.11111111111111
Vorinostat,Azacitidine,MDA-MB-468,-11.111111111111107
Vorinostat,Azacitidine,NCI-H460,2.0
Vorinostat,Azacitidine,NCI-H522,0.7777777777777778
Vorinostat,Azacitidine,OVCAR-3,-10.111111111111107
Vorinostat,Azacitidine,OVCAR-4,-2.333333333333333
Vorinostat,Azacitidine,OVCAR-8,-3.333333333333333
Vorinostat,Azacitidine,PC-3,0.5555555555555556
Vorinostat,Azacitidine,RPMI-8226,9.333333333333334
Vorinostat,Azacitidine,SF-268,-8.0
Vorinostat,Azacitidine,SF-539,0.1111111111111111
Vorinostat,Azacitidine,SK-MEL-28,-12.555555555555555
Vorinostat,Azacitidine,SK-MEL-5,-3.7777777777777777
Vorinostat,Azacitidine,SNB-75,-0.4444444444444444
Vorinostat,Azacitidine,SW-620,-3.555555555555556
Vorinostat,Azacitidine,T-47D,-7.777777777777778
Vorinostat,Azacitidine,UACC-257,1.1111111111111112
Vorinostat,Azacitidine,UACC-62,6.222222222222222
Vorinostat,Celecoxib,A498,-4.777777777777779
Vorinostat,Celecoxib,A549/ATCC,-3.6666666666666665
Vorinostat,Celecoxib,BT-549,-1.3333333333333333
Vorinostat,Celecoxib,DU-145,-3.555555555555556
Vorinostat,Celecoxib,HCT-116,-2.888888888888889
Vorinostat,Celecoxib,HS 578T,-1.6666666666666667
Vorinostat,Celecoxib,IGROV1,-3.111111111111111
Vorinostat,Celecoxib,K-562,-5.0
Vorinostat,Celecoxib,KM12,-0.2222222222222222
Vorinostat,Celecoxib,LOX IMVI,-1.1111111111111112
Vorinostat,Celecoxib,MALME-3M,-7.1111111111111125
Vorinostat,Celecoxib,MDA-MB-231/ATCC,2.6666666666666665
Vorinostat,Celecoxib,MDA-MB-468,-4.111111111111111
Vorinostat,Celecoxib,NCI-H460,-6.4444444444444455
Vorinostat,Celecoxib,NCI-H522,-3.888888888888889
Vorinostat,Celecoxib,OVCAR-3,-9.333333333333334
Vorinostat,Celecoxib,OVCAR-4,-2.0
Vorinostat,Celecoxib,OVCAR-8,-3.6666666666666665
Vorinostat,Celecoxib,PC-3,-7.666666666666668
Vorinostat,Celecoxib,RPMI-8226,-7.888888888888887
Vorinostat,Celecoxib,SF-268,-9.666666666666666
Vorinostat,Celecoxib,SF-539,-6.4444444444444455
Vorinostat,Celecoxib,SK-MEL-28,-15.777777777777779
Vorinostat,Celecoxib,SK-MEL-5,-7.777777777777778
Vorinostat,Celecoxib,SNB-75,-5.222222222222221
Vorinostat,Celecoxib,SW-620,-5.222222222222221
Vorinostat,Celecoxib,T-47D,-7.333333333333332
Vorinostat,Celecoxib,UACC-257,-6.5555555555555545
Vorinostat,Celecoxib,UACC-62,12.666666666666664
Vorinostat,Cladribine,A498,-2.7777777777777777
Vorinostat,Cladribine,A549/ATCC,-3.6666666666666665
Vorinostat,Cladribine,BT-549,-9.444444444444443
Vorinostat,Cladribine,DU-145,10.111111111111107
Vorinostat,Cladribine,HCT-116,-4.4444444444444455
Vorinostat,Cladribine,HS 578T,3.333333333333333
Vorinostat,Cladribine,IGROV1,1.1111111111111112
Vorinostat,Cladribine,K-562,1.2222222222222223
Vorinostat,Cladribine,KM12,-1.4444444444444444
Vorinostat,Cladribine,LOX IMVI,-1.8888888888888888
Vorinostat,Cladribine,MALME-3M,-5.777777777777778
Vorinostat,Cladribine,MDA-MB-231/ATCC,9.333333333333334
Vorinostat,Cladribine,MDA-MB-468,-3.333333333333333
Vorinostat,Cladribine,NCI-H460,-3.888888888888889
Vorinostat,Cladribine,NCI-H522,-1.2222222222222223
Vorinostat,Cladribine,OVCAR-3,-9.444444444444443
Vorinostat,Cladribine,OVCAR-4,0.1111111111111111
Vorinostat,Cladribine,OVCAR-8,-1.4444444444444444
Vorinostat,Cladribine,PC-3,-1.8888888888888888
Vorinostat,Cladribine,RPMI-8226,4.4444444444444455
Vorinostat,Cladribine,SF-268,-9.777777777777779
Vorinostat,Cladribine,SF-539,-2.2222222222222223
Vorinostat,Cladribine,SK-MEL-28,-1.6666666666666667
Vorinostat,Cladribine,SK-MEL-5,1.5555555555555556
Vorinostat,Cladribine,SNB-75,-2.555555555555556
Vorinostat,Cladribine,SW-620,-3.333333333333333
Vorinostat,Cladribine,T-47D,-4.666666666666667
Vorinostat,Cladribine,UACC-257,-3.111111111111111
Vorinostat,Cladribine,UACC-62,-11.111111111111107
Vorinostat,Docetaxel,A498,-2.6666666666666665
Vorinostat,Docetaxel,A549/ATCC,-0.2222222222222222
Vorinostat,Docetaxel,BT-549,-3.0
Vorinostat,Docetaxel,DU-145,-3.111111111111111
Vorinostat,Docetaxel,HCT-116,-1.5555555555555556
Vorinostat,Docetaxel,HS 578T,5.111111111111111
Vorinostat,Docetaxel,IGROV1,0.0
Vorinostat,Docetaxel,K-562,-0.7777777777777778
Vorinostat,Docetaxel,KM12,1.0
Vorinostat,Docetaxel,LOX IMVI,-3.7777777777777777
Vorinostat,Docetaxel,MALME-3M,3.555555555555556
Vorinostat,Docetaxel,MDA-MB-231/ATCC,-2.7777777777777777
Vorinostat,Docetaxel,MDA-MB-468,-3.7777777777777777
Vorinostat,Docetaxel,NCI-H460,-2.2222222222222223
Vorinostat,Docetaxel,NCI-H522,0.8888888888888888
Vorinostat,Docetaxel,OVCAR-3,-10.222222222222221
Vorinostat,Docetaxel,OVCAR-4,-0.8888888888888888
Vorinostat,Docetaxel,OVCAR-8,1.3333333333333333
Vorinostat,Docetaxel,PC-3,-3.2222222222222223
Vorinostat,Docetaxel,RPMI-8226,-1.0
Vorinostat,Docetaxel,SF-268,-8.555555555555555
Vorinostat,Docetaxel,SF-539,-2.888888888888889
Vorinostat,Docetaxel,SK-MEL-28,-3.7777777777777777
Vorinostat,Docetaxel,SK-MEL-5,-4.888888888888889
Vorinostat,Docetaxel,SNB-75,-3.888888888888889
Vorinostat,Docetaxel,SW-620,-3.111111111111111
Vorinostat,Docetaxel,T-47D,-12.333333333333336
Vorinostat,Docetaxel,UACC-257,0.6666666666666666
Vorinostat,Docetaxel,UACC-62,-7.666666666666668
Vorinostat,Nilotinib,A498,-6.222222222222222
Vorinostat,Nilotinib,A549/ATCC,-11.666666666666664
Vorinostat,Nilotinib,BT-549,-11.666666666666664
Vorinostat,Nilotinib,DU-145,-4.5555555555555545
Vorinostat,Nilotinib,HCT-116,-8.0
Vorinostat,Nilotinib,HS 578T,-1.0
Vorinostat,Nilotinib,IGROV1,-5.4444444444444455
Vorinostat,Nilotinib,KM12,-2.6666666666666665
Vorinostat,Nilotinib,LOX IMVI,-0.1111111111111111
Vorinostat,Nilotinib,MALME-3M,-12.666666666666664
Vorinostat,Nilotinib,MDA-MB-231/ATCC,-19.777777777777786
Vorinostat,Nilotinib,MDA-MB-468,-8.666666666666666
Vorinostat,Nilotinib,NCI-H460,-8.888888888888891
Vorinostat,Nilotinib,NCI-H522,-21.88888888888889
Vorinostat,Nilotinib,OVCAR-3,-13.333333333333336
Vorinostat,Nilotinib,OVCAR-4,-9.222222222222221
Vorinostat,Nilotinib,OVCAR-8,-10.333333333333334
Vorinostat,Nilotinib,PC-3,-16.666666666666668
Vorinostat,Nilotinib,RPMI-8226,1.7777777777777777
Vorinostat,Nilotinib,SF-268,-42.55555555555557
Vorinostat,Nilotinib,SF-539,-5.5555555555555545
Vorinostat,Nilotinib,SK-MEL-28,-37.888888888888886
Vorinostat,Nilotinib,SK-MEL-5,-4.333333333333333
Vorinostat,Nilotinib,SNB-75,-3.888888888888889
Vorinostat,Nilotinib,SW-620,-7.4444444444444455
Vorinostat,Nilotinib,T-47D,-14.444444444444445
Vorinostat,Nilotinib,UACC-257,-6.777777777777778
Vorinostat,Paclitaxel,A498,-4.777777777777779
Vorinostat,Paclitaxel,A549/ATCC,-10.555555555555557
Vorinostat,Paclitaxel,BT-549,-19.555555555555557
Vorinostat,Paclitaxel,DU-145,0.5555555555555556
Vorinostat,Paclitaxel,HCT-116,-7.0
Vorinostat,Paclitaxel,HS 578T,-12.333333333333336
Vorinostat,Paclitaxel,IGROV1,-5.4444444444444455
Vorinostat,Paclitaxel,K-562,1.2222222222222223
Vorinostat,Paclitaxel,KM12,1.6666666666666667
Vorinostat,Paclitaxel,LOX IMVI,-0.7777777777777778
Vorinostat,Paclitaxel,MALME-3M,-9.222222222222221
Vorinostat,Paclitaxel,MDA-MB-231/ATCC,-4.4444444444444455
Vorinostat,Paclitaxel,MDA-MB-468,-24.555555555555557
Vorinostat,Paclitaxel,NCI-H460,-12.333333333333336
Vorinostat,Paclitaxel,NCI-H522,-9.666666666666666
Vorinostat,Paclitaxel,OVCAR-3,0.8888888888888888
Vorinostat,Paclitaxel,OVCAR-4,-8.0
Vorinostat,Paclitaxel,OVCAR-8,5.5555555555555545
Vorinostat,Paclitaxel,PC-3,-8.777777777777779
Vorinostat,Paclitaxel,RPMI-8226,-47.22222222222222
Vorinostat,Paclitaxel,SF-268,-13.0
Vorinostat,Paclitaxel,SF-539,-8.777777777777779
Vorinostat,Paclitaxel,SK-MEL-28,-4.0
Vorinostat,Paclitaxel,SK-MEL-5,-9.888888888888893
Vorinostat,Paclitaxel,SNB-75,-14.666666666666664
Vorinostat,Paclitaxel,SW-620,-3.7777777777777777
Vorinostat,Paclitaxel,T-47D,-23.88888888888889
Vorinostat,Paclitaxel,UACC-257,-4.888888888888889
Vorinostat,Paclitaxel,UACC-62,-11.444444444444445
Vorinostat,Romidepsin,A498,-9.111111111111107
Vorinostat,Romidepsin,A549/ATCC,-0.8888888888888888
Vorinostat,Romidepsin,BT-549,-0.6666666666666666
Vorinostat,Romidepsin,DU-145,11.777777777777779
Vorinostat,Romidepsin,HCT-116,8.777777777777779
Vorinostat,Romidepsin,HS 578T,4.333333333333333
Vorinostat,Romidepsin,IGROV1,1.3333333333333333
Vorinostat,Romidepsin,KM12,0.6666666666666666
Vorinostat,Romidepsin,MALME-3M,7.333333333333332
Vorinostat,Romidepsin,MDA-MB-231/ATCC,1.1111111111111112
Vorinostat,Romidepsin,MDA-MB-468,5.333333333333333
Vorinostat,Romidepsin,NCI-H460,5.222222222222221
Vorinostat,Romidepsin,NCI-H522,2.4444444444444446
Vorinostat,Romidepsin,OVCAR-3,-2.0
Vorinostat,Romidepsin,OVCAR-4,-0.4444444444444444
Vorinostat,Romidepsin,OVCAR-8,3.6666666666666665
Vorinostat,Romidepsin,PC-3,-0.2222222222222222
Vorinostat,Romidepsin,RPMI-8226,9.555555555555557
Vorinostat,Romidepsin,SF-268,-6.1111111111111125
Vorinostat,Romidepsin,SF-539,4.2222222222222205
Vorinostat,Romidepsin,SK-MEL-28,1.2222222222222223
Vorinostat,Romidepsin,SK-MEL-5,5.888888888888888
Vorinostat,Romidepsin,SNB-75,-1.5555555555555556
Vorinostat,Romidepsin,SW-620,-2.888888888888889
Vorinostat,Romidepsin,T-47D,-1.7777777777777777
Vorinostat,Romidepsin,UACC-257,-2.555555555555556
Vorinostat,Romidepsin,UACC-62,3.2222222222222223
Vorinostat,Sirolimus,A498,-5.777777777777778
Vorinostat,Sirolimus,A549/ATCC,-2.1111111111111107
Vorinostat,Sirolimus,BT-549,-6.777777777777778
Vorinostat,Sirolimus,DU-145,-1.0
Vorinostat,Sirolimus,HCT-116,-6.5555555555555545
Vorinostat,Sirolimus,HS 578T,-1.6666666666666667
Vorinostat,Sirolimus,IGROV1,-4.4444444444444455
Vorinostat,Sirolimus,K-562,-5.222222222222221
Vorinostat,Sirolimus,KM12,-4.2222222222222205
Vorinostat,Sirolimus,LOX IMVI,0.4444444444444444
Vorinostat,Sirolimus,MALME-3M,1.7777777777777777
Vorinostat,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Vorinostat,Sirolimus,MDA-MB-468,-7.333333333333332
Vorinostat,Sirolimus,NCI-H460,-2.333333333333333
Vorinostat,Sirolimus,NCI-H522,-3.888888888888889
Vorinostat,Sirolimus,OVCAR-3,-10.0
Vorinostat,Sirolimus,OVCAR-4,1.6666666666666667
Vorinostat,Sirolimus,OVCAR-8,-2.4444444444444446
Vorinostat,Sirolimus,PC-3,-4.888888888888889
Vorinostat,Sirolimus,RPMI-8226,-1.0
Vorinostat,Sirolimus,SF-268,-1.5555555555555556
Vorinostat,Sirolimus,SF-539,-2.888888888888889
Vorinostat,Sirolimus,SK-MEL-28,-21.0
Vorinostat,Sirolimus,SK-MEL-5,-4.333333333333333
Vorinostat,Sirolimus,SNB-75,-9.555555555555557
Vorinostat,Sirolimus,SW-620,3.4444444444444446
Vorinostat,Sirolimus,T-47D,-8.0
Vorinostat,Sirolimus,UACC-257,-3.4444444444444446
Vorinostat,Sirolimus,UACC-62,-12.555555555555555
Vorinostat,Tretinoin,A498,-2.7777777777777777
Vorinostat,Tretinoin,A549/ATCC,-2.0
Vorinostat,Tretinoin,BT-549,-5.333333333333333
Vorinostat,Tretinoin,DU-145,-4.777777777777779
Vorinostat,Tretinoin,HCT-116,-1.3333333333333333
Vorinostat,Tretinoin,HS 578T,2.2222222222222223
Vorinostat,Tretinoin,IGROV1,-1.8888888888888888
Vorinostat,Tretinoin,K-562,3.111111111111111
Vorinostat,Tretinoin,KM12,-9.555555555555557
Vorinostat,Tretinoin,LOX IMVI,-7.4444444444444455
Vorinostat,Tretinoin,MALME-3M,-1.4444444444444444
