src,dest
ATP6V1B2,LAMTOR4
ATP6V1C1,EGFR
ATP6V1C1,LAMTOR2
ATP6V1C1,LAMTOR4
ATP6V1C2,EGFR
ATP6V1C2,LAMTOR2
ATP6V1C2,LAMTOR4
ATP6V1D,EGFR
ATP6V1D,LAMTOR2
ATP6V1D,LAMTOR4
ATP6V1E1,EGFR
ATP6V1E1,LAMTOR2
ATP6V1E1,LAMTOR4
ATP6V1E2,EGFR
ATP6V1E2,LAMTOR2
ATP6V1E2,LAMTOR4
ATP6V1F,EGFR
ATP6V1F,LAMTOR2
ATP6V1F,LAMTOR4
ATP6V1G1,EGFR
ATP6V1G1,LAMTOR2
ATP6V1G1,LAMTOR4
ATP6V1G2,EGFR
ATP6V1G2,LAMTOR2
ATP6V1G2,LAMTOR4
ATP6V1H,EGFR
ATP6V1H,LAMTOR2
ATP6V1H,LAMTOR4
ATR,ATRIP
ATR,BRCA1
ATR,CHEK1
ATR,CHEK2
ATR,FANCA
ATR,FANCG
ATR,FANCI
ATR,FANCM
ATR,SQSTM1
ATR,TP53
ATRIP,FANCA
ATRIP,FANCG
ATRIP,FANCI
ATRIP,FANCM
ATXN1,RBPJ
ATXN1,RBPJL
ATXN1L,RBPJ
ATXN1L,RBPJL
AURKA,CPEB1
AURKA,CPEB2
AURKA,CPEB3
AURKA,CPEB4
AVP,AGTR1
AVP,AVPR1B
AVP,F2R
AVP,GRM1
AVP,GRM2
AVP,GRM3
AVP,GRM4
AVP,GRM8
AVP,LPAR1
AVP,LPAR2
AVP,LPAR3
AVP,LPAR5
AVPR1B,GNA11
AVPR1B,GNA12
AVPR1B,GNA13
AVPR1B,GNA14
AVPR1B,GNA15
AVPR1B,GNAQ
AVPR1B,GNAS
AVPR1B,PLCB1
AVPR1B,PLCB2
AVPR1B,PLCB3
AVPR1B,PLCB4
AXIN1,APC
AXIN1,APC2
AXIN1,AXIN2
AXIN1,CSNK1A1
AXIN1,CSNK1E
AXIN1,CTNNB1
AXIN1,DVL1
AXIN1,DVL3
AXIN1,GSK3B
AXIN1,LEF1
AXIN1,TCF7
AXIN1,TCF7L1
AXIN1,TCF7L2
AXIN2,APC
AXIN2,APC2
AXIN2,CSNK1A1
AXIN2,CSNK1E
AXIN2,CTNNB1
AXIN2,DVL1
AXIN2,DVL3
AXIN2,GSK3B
AXIN2,LEF1
AXIN2,TCF7
AXIN2,TCF7L1
AXIN2,TCF7L2
AXL,GAB1
AXL,JAK1
AXL,JAK2
AXL,PLCG1
AXL,PLCG2
AXL,SHC2
AXL,SHC4
AXL,SRC
AZI2,TBKBP1
BABAM1,ABRAXAS1
BABAM1,BABAM2
BABAM1,UIMC1
BAD,BCL2
BAD,BCL2L1
BAD,CYCS
BAIAP2,ACTB
BAIAP2,ACTG1
BAIAP2,ENAH
BAIAP2,WASF1
BAIAP2,WASF2
BAIAP2,WASF3
BAMBI,ACVR1
BAMBI,ACVR1B
BAMBI,BMPR1A
BAMBI,BMPR1B
BAMBI,DVL1
BAMBI,DVL3
BAMBI,FZD1
BAMBI,FZD10
BAMBI,FZD2
BAMBI,FZD3
BAMBI,FZD4
BAMBI,FZD5
BAMBI,FZD6
BAMBI,FZD7
BAMBI,FZD8
BAMBI,FZD9
BAMBI,LRP5
BAMBI,LRP6
BAMBI,TGFBR1
BAX,APAF1
BAX,BCL2
BAX,CAPN1
BAX,CAPN2
BAX,CASP3
BAX,CASP9
BAX,CYCS
BBC3,BCL2
BBC3,BCL2L1
BBC3,TP53
BBC3,TP53AIP1
BCAR1,CRK
BCAR1,CRKL
BCAR1,DOCK1
BCAR1,MAP3K1
BCAR1,PXN
BCL10,CHUK
BCL10,IKBKB
BCL10,MALT1
BCL10,MAP3K7
BCL10,MAPK1
BCL10,MAPK11
BCL10,MAPK12
BCL10,MAPK13
BCL10,MAPK14
BCL10,MAPK3
BCL10,MAPK8
BCL10,MAPK9
BCL10,NFKB1
BCL10,PIK3CA
BCL10,PIK3CD
BCL10,PIK3R1
BCL10,PIK3R2
BCL10,PIK3R3
BCL10,RELA
BCL2,APAF1
BCL2,BAD
BCL2,BAX
BCL2,BCL2L1
BCL2,BECN1
BCL2,CASP3
BCL2,CASP9
BCL2,CYCS
BCL2,TP53
BCL2L1,BAX
BCL2L1,BECN1
BCL2L1,BNIP3
BCL2L1,CYCS
BCL2L1,PGAM5
BCL2L11,BAX
BCL2L11,BCL2
BCL2L11,BCL2L1
BCL2L13,GABARAP
BCL3,CCL22
BCL3,IL12A
BCL3,IL12B
BCL3,NFKB1
BCR,CBL
BCR,CRK
BCR,CRKL
BCR,GRB2
BCR,MYC
BCR,SHC2
BCR,SHC4
BCR,STAT5A
BCR,STAT5B
BDKRB2,GNA11
BDKRB2,GNA14
BDKRB2,GNA15
BDKRB2,GNAI1
BDKRB2,GNAI2
BDKRB2,GNAI3
BDKRB2,GNAQ
BDNF,CSF1R
BDNF,EGFR
BDNF,EPHA2
BDNF,ERBB2
BDNF,ERBB3
BDNF,ERBB4
BDNF,FGFR1
BDNF,FGFR2
BDNF,FGFR3
BDNF,FGFR4
BDNF,FLT1
BDNF,FLT3
BDNF,FLT4
BDNF,IGF1R
BDNF,INSR
BDNF,KDR
BDNF,KIT
BDNF,MET
BDNF,NGFR
BDNF,NTRK1
BDNF,NTRK2
BDNF,PDGFRA
BDNF,TEK
BECN1,GABARAP
BECN1,PIK3C3
BET1,GOSR2
BET1,STX5
BET1L,GOSR2
BET1L,STX5
BID,BAX
BID,BCL2
BID,BCL2L1
BID,CYCS
BIRC2,CASP3
BIRC2,CASP7
BIRC2,CASP9
BIRC2,RIPK1
BIRC2,RIPK2
BIRC2,RNF31
BIRC2,SHARPIN
BIRC2,TRAF3
BIRC5,CASP3
BIRC5,CASP7
BIRC5,CASP9
BIRC7,CASP3
BIRC7,CASP7
BIRC7,CASP9
BLM,FANCM
BLM,RMI1
BLM,RPA1
BLM,TOP3A
BMP2,ACVR1
BMP2,ACVR2A
BMP2,ACVR2B
BMP2,BMPR1A
BMP2,BMPR1B
BMP2,BMPR2
BMP3,ACVR2B
BMP4,ACVR1
BMP4,ACVR2A
BMP4,ACVR2B
BMP4,BMPR1A
BMP4,BMPR1B
BMP4,BMPR2
BMP6,ACVR1
BMP6,ACVR2A
BMP6,ACVR2B
BMP6,BMPR1A
BMP6,BMPR1B
BMP6,BMPR2
BMP7,ACVR1
BMP7,ACVR2A
BMP7,ACVR2B
BMP7,BMPR1A
BMP7,BMPR1B
BMP7,BMPR2
BMP8A,ACVR1
BMP8A,ACVR2A
BMP8A,ACVR2B
BMP8A,BMPR1A
BMP8A,BMPR1B
BMP8A,BMPR2
BMP8A,PRKAA1
BMP8A,PRKAA2
BMP8A,PRKAB1
BMP8A,PRKAB2
BMP8A,PRKAG1
BMP8A,PRKAG2
BMP8A,PRKAG3
BMP8B,ACVR1
BMP8B,ACVR2A
BMP8B,ACVR2B
BMP8B,BMPR1A
BMP8B,BMPR1B
BMP8B,BMPR2
BMP8B,PRKAA1
BMP8B,PRKAA2
BMP8B,PRKAB1
BMP8B,PRKAB2
BMP8B,PRKAG1
BMP8B,PRKAG2
BMP8B,PRKAG3
BMPR1A,ACVR2A
BMPR1A,ACVR2B
BMPR1A,BMPR2
BMPR1A,CYBA
BMPR1A,MAPK1
BMPR1A,MAPK11
BMPR1A,MAPK12
BMPR1A,MAPK13
BMPR1A,MAPK14
BMPR1A,MAPK3
BMPR1A,NEO1
BMPR1A,RAC1
BMPR1A,RAC3
BMPR1A,SMAD1
BMPR1A,SMAD5
BMPR1A,SMAD9
BMPR1B,ACVR2A
BMPR1B,ACVR2B
BMPR1B,BMPR2
BMPR1B,CYBA
BMPR1B,LIMK1
BMPR1B,MAPK1
BMPR1B,MAPK11
BMPR1B,MAPK12
BMPR1B,MAPK13
BMPR1B,MAPK14
BMPR1B,MAPK3
BMPR1B,NEO1
BMPR1B,RAC1
BMPR1B,RAC3
BMPR1B,SMAD1
BMPR1B,SMAD5
BMPR1B,SMAD9
BMPR2,ACVR1
BMPR2,ACVR1B
BMPR2,ACVRL1
BMPR2,CYBA
BMPR2,LIMK1
BMPR2,MAPK1
BMPR2,MAPK11
BMPR2,MAPK12
BMPR2,MAPK13
BMPR2,MAPK14
BMPR2,MAPK3
BMPR2,RAC1
BMPR2,RAC3
BMPR2,SMAD1
BMPR2,SMAD5
BMPR2,SMAD9
BNIP3,BCL2
BNIP3,BCL2L1
BNIP3,GABARAP
BNIP3,RHEB
BNIP3L,GABARAP
BOC,SMO
BORCS8-MEF2B,KLF2
BRAF,MAP2K1
BRAF,MAP2K2
BRAF,MAPK1
BRAF,MAPK3
BRAP,KSR1
BRAP,KSR2
BRCA1,ABRAXAS1
BRCA1,BARD1
BRCA1,BRCA2
BRCA1,BRIP1
BRCA1,PALB2
BRCA1,RBBP8
BRCA2,PALB2
BRCA2,RAD51
BRCA2,RAD51C
BRIP1,BRCA2
BRIP1,MLH1
BRIP1,PALB2
BRIP1,PMS2
BRIP1,TOPBP1
BRK1,ARPC1A
BRK1,ARPC1B
BRK1,ARPC2
BRK1,ARPC3
BRK1,ARPC4
BRK1,ARPC5
BRK1,ARPC5L
BRK1,WASF1
BTC,EGFR
BTC,ERBB4
BUB1,MAD1L1
BUB1,MAD2L1
BUB1,MAD2L2
BUB1,SGO1
BVES,TJP1
C1QB,C1QC
C1QB,C1R
C1QB,C2
C1QC,C1R
C1QC,C2
C1R,C2
C2,C5
C5,C5AR1
CAB39,CAB39L
CAB39,PRKAA1
CAB39,PRKAA2
CAB39,PRKAB1
CAB39,PRKAB2
CAB39,PRKAG1
CAB39,PRKAG2
CAB39,PRKAG3
CAB39,STK11
CAB39,STRADB
CAB39L,PRKAA1
CAB39L,PRKAA2
CAB39L,PRKAB1
CAB39L,PRKAB2
CAB39L,PRKAG1
CAB39L,PRKAG2
CAB39L,PRKAG3
CACNA1A,PRKCA
CACNA1A,PRKCB
CACNA1A,PRKCG
CACNA1G,TRPC1
CACNA1H,TRPC1
CACYBP,SKP1
CALCA,CALCR
CALCA,RAMP1
CALCA,RAMP2
CALCA,RAMP3
CALCB,CALCR
CALCB,RAMP1
CALCB,RAMP2
CALCB,RAMP3
CALCOCO2,GABARAP
CALCOCO2,TBK1
CALM1,ADCY1
CALM1,ADCY2
CALM1,ADCY3
CALM1,ADCY4
CALM1,ADCY5
CALM1,ADCY6
CALM1,ADCY7
CALM1,ADCY8
CALM1,ADCY9
CALM1,CALM2
CALM1,CALM3
CALM1,CALML3
CALM1,CAMK1
CALM1,CAMK1D
CALM1,CAMK2A
CALM1,CAMK2B
CALM1,CAMK2D
CALM1,CAMK2G
CALM1,CAMK4
CALM1,CAMKK1
CALM1,CAMKK2
CALM1,CAV1
CALM1,CAV2
CALM1,CAV3
CALM1,CNGB1
CALM1,HRAS
CALM1,KRAS
CALM1,MYLK
CALM1,MYLK3
CALM1,NOS1
CALM1,NOS3
CALM1,PDE1B
CALM1,PDE1C
CALM1,PPP3CA
CALM1,PPP3CC
CALM1,PPP3R1
CALM1,PPP3R2
CALM1,PYGB
CALM1,PYGL
CALM1,PYGM
CALM1,RASGRF1
CALM1,RASGRF2
CALM2,ADCY1
CALM2,ADCY2
CALM2,ADCY3
CALM2,ADCY4
CALM2,ADCY5
CALM2,ADCY6
CALM2,ADCY7
CALM2,ADCY8
CALM2,ADCY9
CALM2,CALM3
CALM2,CALML3
CALM2,CAMK1
CALM2,CAMK1D
CALM2,CAMK2A
CALM2,CAMK2B
CALM2,CAMK2D
CALM2,CAMK2G
CALM2,CAMK4
CALM2,CAMKK1
CALM2,CAMKK2
CALM2,CAV1
CALM2,CAV2
CALM2,CAV3
CALM2,CNGB1
CALM2,HRAS
CALM2,KRAS
CALM2,MYLK
CALM2,MYLK3
CALM2,NOS1
CALM2,NOS3
CALM2,PDE1B
CALM2,PDE1C
CALM2,PPP3CA
CALM2,PPP3CC
CALM2,PPP3R1
CALM2,PPP3R2
CALM2,PYGB
CALM2,PYGL
CALM2,PYGM
CALM2,RASGRF1
CALM2,RASGRF2
CALM3,ADCY1
CALM3,ADCY2
CALM3,ADCY3
CALM3,ADCY4
CALM3,ADCY5
CALM3,ADCY6
CALM3,ADCY7
CALM3,ADCY8
CALM3,ADCY9
CALM3,CALML3
CALM3,CAMK1
CALM3,CAMK1D
CALM3,CAMK2A
CALM3,CAMK2B
CALM3,CAMK2D
CALM3,CAMK2G
CALM3,CAMK4
CALM3,CAMKK1
CALM3,CAMKK2
CALM3,CAV1
CALM3,CAV2
CALM3,CAV3
CALM3,CNGB1
CALM3,HRAS
CALM3,KRAS
CALM3,MYLK
CALM3,MYLK3
CALM3,NOS1
CALM3,NOS3
CALM3,PDE1B
CALM3,PDE1C
CALM3,PPP3CA
CALM3,PPP3CC
CALM3,PPP3R1
CALM3,PPP3R2
CALM3,PYGB
CALM3,PYGL
CALM3,PYGM
CALM3,RASGRF1
CALM3,RASGRF2
CALML3,ADCY1
CALML3,ADCY2
CALML3,ADCY3
CALML3,ADCY4
CALML3,ADCY5
CALML3,ADCY6
CALML3,ADCY7
CALML3,ADCY8
CALML3,ADCY9
CALML3,CAMK1
CALML3,CAMK1D
CALML3,CAMK2A
CALML3,CAMK2B
CALML3,CAMK2D
CALML3,CAMK2G
CALML3,CAMK4
CALML3,CAMKK1
CALML3,CAMKK2
CALML3,CAV1
CALML3,CAV2
CALML3,CAV3
CALML3,CNGB1
CALML3,HRAS
CALML3,KRAS
CALML3,MYLK
CALML3,MYLK3
CALML3,NOS1
CALML3,NOS3
CALML3,PDE1B
CALML3,PDE1C
CALML3,PPP3CA
CALML3,PPP3CC
CALML3,PPP3R1
CALML3,PPP3R2
CALML3,PYGB
CALML3,PYGL
CALML3,PYGM
CALML3,RASGRF1
CALML3,RASGRF2
CALR,C1QB
CALR,C1QC
CALR,HLA-B
CALR,HLA-C
CALR,HLA-E
CALR,HLA-F
CAMK1,ATF1
CAMK1,ATF2
CAMK1,ATF4
CAMK1,ATF6B
CAMK1,CALM1
CAMK1,CALM2
CAMK1,CALM3
CAMK1,CALML3
CAMK1,CREB1
CAMK1,CREB3
CAMK1,CREB3L1
CAMK1,CREB3L2
CAMK1,CREB3L3
CAMK1,CREB3L4
CAMK1,CREB5
CAMK1,HRAS
CAMK1,KRAS
CAMK1,NOS3
CAMK1D,ATF1
CAMK1D,ATF2
CAMK1D,ATF4
CAMK1D,ATF6B
CAMK1D,CALM1
CAMK1D,CALM2
CAMK1D,CALM3
CAMK1D,CALML3
CAMK1D,CREB1
CAMK1D,CREB3
CAMK1D,CREB3L1
CAMK1D,CREB3L2
CAMK1D,CREB3L3
CAMK1D,CREB3L4
CAMK1D,CREB5
CAMK1D,HRAS
CAMK1D,KRAS
CAMK1D,NOS3
CAMK2A,ADCY1
CAMK2A,ADCY2
CAMK2A,ADCY3
CAMK2A,ADCY4
CAMK2A,ADCY5
CAMK2A,ADCY6
CAMK2A,ADCY7
CAMK2A,ADCY8
CAMK2A,ADCY9
CAMK2A,ATF1
CAMK2A,ATF2
CAMK2A,ATF4
CAMK2A,ATF6B
CAMK2A,CACNA1C
CAMK2A,CACNA1D
CAMK2A,CACNA2D1
CAMK2A,CACNA2D2
CAMK2A,CACNA2D3
CAMK2A,CACNA2D4
CAMK2A,CACNB1
CAMK2A,CACNB2
CAMK2A,CACNB3
CAMK2A,CACNB4
CAMK2A,CACNG1
CAMK2A,CACNG2
CAMK2A,CACNG3
CAMK2A,CACNG4
CAMK2A,CACNG6
CAMK2A,CACNG7
CAMK2A,CALM1
CAMK2A,CALM2
CAMK2A,CALM3
CAMK2A,CALML3
CAMK2A,CDC25C
CAMK2A,CREB1
CAMK2A,CREB3
CAMK2A,CREB3L1
CAMK2A,CREB3L2
CAMK2A,CREB3L3
CAMK2A,CREB3L4
CAMK2A,CREB5
CAMK2A,CREBBP
CAMK2A,EP300
CAMK2A,FBXO43
CAMK2A,FLNB
CAMK2A,FLNC
CAMK2A,FOXO1
CAMK2A,GRIA1
CAMK2A,GRIA2
CAMK2A,GRM1
CAMK2A,HRAS
CAMK2A,KRAS
CAMK2A,MAPK1
CAMK2A,MAPK3
CAMK2A,NOS1
CAMK2A,NOS3
CAMK2A,PDE10A
CAMK2A,PDE3A
CAMK2A,PDE3B
CAMK2A,PDE4A
CAMK2A,PDE4B
CAMK2A,PDE4C
CAMK2A,PDE4D
CAMK2A,PIK3C3
CAMK2A,RAP1A
CAMK2A,RAP1B
CAMK2A,RYR2
CAMK2A,SCN1B
CAMK2A,SCN4B
CAMK2A,SCN5A
CAMK2A,SLC25A31
CAMK2A,SLC25A4
CAMK2A,SLC6A3
CAMK2A,STAT1
CAMK2A,TRPV1
CAMK2A,VDAC1
CAMK2A,VDAC2
CAMK2A,VDAC3
CAMK2B,ADCY1
CAMK2B,ADCY2
CAMK2B,ADCY3
CAMK2B,ADCY4
CAMK2B,ADCY5
CAMK2B,ADCY6
CAMK2B,ADCY7
CAMK2B,ADCY8
CAMK2B,ADCY9
CAMK2B,ATF1
CAMK2B,ATF2
CAMK2B,ATF4
CAMK2B,ATF6B
CAMK2B,CACNA1C
CAMK2B,CACNA1D
CAMK2B,CACNA2D1
CAMK2B,CACNA2D2
CAMK2B,CACNA2D3
CAMK2B,CACNA2D4
CAMK2B,CACNB1
CAMK2B,CACNB2
CAMK2B,CACNB3
CAMK2B,CACNB4
CAMK2B,CACNG1
CAMK2B,CACNG2
CAMK2B,CACNG3
CAMK2B,CACNG4
CAMK2B,CACNG6
CAMK2B,CACNG7
CAMK2B,CALM1
CAMK2B,CALM2
CAMK2B,CALM3
CAMK2B,CALML3
CAMK2B,CDC25C
CAMK2B,CREB1
CAMK2B,CREB3
CAMK2B,CREB3L1
CAMK2B,CREB3L2
CAMK2B,CREB3L3
CAMK2B,CREB3L4
CAMK2B,CREB5
CAMK2B,CREBBP
CAMK2B,EP300
CAMK2B,FBXO43
CAMK2B,FLNB
CAMK2B,FLNC
CAMK2B,FOXO1
CAMK2B,GRIA1
CAMK2B,GRIA2
CAMK2B,GRM1
CAMK2B,HRAS
CAMK2B,KRAS
CAMK2B,MAPK1
CAMK2B,MAPK3
CAMK2B,NOS1
CAMK2B,NOS3
CAMK2B,PDE10A
CAMK2B,PDE3A
CAMK2B,PDE3B
CAMK2B,PDE4A
CAMK2B,PDE4B
CAMK2B,PDE4C
CAMK2B,PDE4D
CAMK2B,PIK3C3
CAMK2B,RAP1A
CAMK2B,RAP1B
CAMK2B,RYR2
CAMK2B,SCN1B
CAMK2B,SCN4B
CAMK2B,SCN5A
CAMK2B,SLC25A31
CAMK2B,SLC25A4
CAMK2B,SLC6A3
CAMK2B,STAT1
CAMK2B,TRPV1
CAMK2B,VDAC1
CAMK2B,VDAC2
CAMK2B,VDAC3
CAMK2D,ADCY1
CAMK2D,ADCY2
CAMK2D,ADCY3
CAMK2D,ADCY4
CAMK2D,ADCY5
CAMK2D,ADCY6
CAMK2D,ADCY7
CAMK2D,ADCY8
CAMK2D,ADCY9
CAMK2D,ATF1
CAMK2D,ATF2
CAMK2D,ATF4
CAMK2D,ATF6B
CAMK2D,CACNA1C
CAMK2D,CACNA1D
CAMK2D,CACNA2D1
CAMK2D,CACNA2D2
CAMK2D,CACNA2D3
CAMK2D,CACNA2D4
CAMK2D,CACNB1
CAMK2D,CACNB2
CAMK2D,CACNB3
CAMK2D,CACNB4
CAMK2D,CACNG1
CAMK2D,CACNG2
CAMK2D,CACNG3
CAMK2D,CACNG4
CAMK2D,CACNG6
CAMK2D,CACNG7
CAMK2D,CALM1
CAMK2D,CALM2
CAMK2D,CALM3
CAMK2D,CALML3
CAMK2D,CDC25C
CAMK2D,CREB1
CAMK2D,CREB3
CAMK2D,CREB3L1
CAMK2D,CREB3L2
CAMK2D,CREB3L3
CAMK2D,CREB3L4
CAMK2D,CREB5
CAMK2D,CREBBP
CAMK2D,EP300
CAMK2D,FBXO43
CAMK2D,FLNB
CAMK2D,FLNC
CAMK2D,FOXO1
CAMK2D,GRIA1
CAMK2D,GRIA2
CAMK2D,GRM1
CAMK2D,HRAS
CAMK2D,KRAS
CAMK2D,MAPK1
CAMK2D,MAPK3
CAMK2D,NOS1
CAMK2D,NOS3
CAMK2D,PDE10A
CAMK2D,PDE3A
CAMK2D,PDE3B
CAMK2D,PDE4A
CAMK2D,PDE4B
CAMK2D,PDE4C
CAMK2D,PDE4D
CAMK2D,PIK3C3
CAMK2D,RAP1A
CAMK2D,RAP1B
CAMK2D,RYR2
CAMK2D,SCN1B
CAMK2D,SCN4B
CAMK2D,SCN5A
CAMK2D,SLC25A31
CAMK2D,SLC25A4
CAMK2D,SLC6A3
CAMK2D,STAT1
CAMK2D,TRPV1
CAMK2D,VDAC1
CAMK2D,VDAC2
CAMK2D,VDAC3
CAMK2G,ADCY1
CAMK2G,ADCY2
CAMK2G,ADCY3
CAMK2G,ADCY4
CAMK2G,ADCY5
CAMK2G,ADCY6
CAMK2G,ADCY7
CAMK2G,ADCY8
CAMK2G,ADCY9
CAMK2G,ATF1
CAMK2G,ATF2
CAMK2G,ATF4
CAMK2G,ATF6B
CAMK2G,CACNA1C
CAMK2G,CACNA1D
CAMK2G,CACNA2D1
CAMK2G,CACNA2D2
CAMK2G,CACNA2D3
CAMK2G,CACNA2D4
CAMK2G,CACNB1
CAMK2G,CACNB2
CAMK2G,CACNB3
CAMK2G,CACNB4
CAMK2G,CACNG1
CAMK2G,CACNG2
CAMK2G,CACNG3
CAMK2G,CACNG4
CAMK2G,CACNG6
CAMK2G,CACNG7
CAMK2G,CALM1
CAMK2G,CALM2
CAMK2G,CALM3
CAMK2G,CALML3
CAMK2G,CDC25C
CAMK2G,CREB1
CAMK2G,CREB3
CAMK2G,CREB3L1
CAMK2G,CREB3L2
CAMK2G,CREB3L3
CAMK2G,CREB3L4
CAMK2G,CREB5
CAMK2G,CREBBP
CAMK2G,EP300
CAMK2G,FBXO43
CAMK2G,FLNB
CAMK2G,FLNC
CAMK2G,FOXO1
CAMK2G,GRIA1
CAMK2G,GRIA2
CAMK2G,GRM1
CAMK2G,HRAS
CAMK2G,KRAS
CAMK2G,MAPK1
CAMK2G,MAPK3
CAMK2G,NOS1
CAMK2G,NOS3
CAMK2G,PDE10A
CAMK2G,PDE3A
CAMK2G,PDE3B
CAMK2G,PDE4A
CAMK2G,PDE4B
CAMK2G,PDE4C
CAMK2G,PDE4D
CAMK2G,PIK3C3
CAMK2G,RAP1A
CAMK2G,RAP1B
CAMK2G,RYR2
CAMK2G,SCN1B
CAMK2G,SCN4B
CAMK2G,SCN5A
CAMK2G,SLC25A31
CAMK2G,SLC25A4
CAMK2G,SLC6A3
CAMK2G,STAT1
CAMK2G,TRPV1
CAMK2G,VDAC1
CAMK2G,VDAC2
CAMK2G,VDAC3
CAMK4,ADCY1
CAMK4,ADCY2
CAMK4,ADCY3
CAMK4,ADCY4
CAMK4,ADCY5
CAMK4,ADCY6
CAMK4,ADCY7
CAMK4,ADCY8
CAMK4,ADCY9
CAMK4,ATF1
CAMK4,ATF2
CAMK4,ATF4
CAMK4,ATF6B
CAMK4,CALM1
CAMK4,CALM2
CAMK4,CALM3
CAMK4,CALML3
CAMK4,CREB1
CAMK4,CREB3
CAMK4,CREB3L1
CAMK4,CREB3L2
CAMK4,CREB3L3
CAMK4,CREB3L4
CAMK4,CREB5
CAMK4,CREBBP
CAMK4,EP300
CAMK4,HDAC4
CAMK4,HDAC5
CAMK4,HRAS
CAMK4,KRAS
CAMK4,MAPK1
CAMK4,MAPK3
CAMK4,NOS3
CAMK4,PDE10A
CAMK4,PDE3A
CAMK4,PDE3B
CAMK4,PDE4A
CAMK4,PDE4B
CAMK4,PDE4C
CAMK4,PDE4D
CAMK4,PPARGC1A
CAMKK1,CAMK4
CAMKK2,CAMK4
CAMKK2,PRKAA1
CAMKK2,PRKAA2
CAMKK2,PRKAB1
CAMKK2,PRKAB2
CAMKK2,PRKAG1
CAMKK2,PRKAG2
CAMKK2,PRKAG3
CAPN1,BID
CAPN1,CDK5R1
CAPN2,BID
CAPN2,CDK5R1
CAPN2,TLN1
CARD11,BCL10
CARD9,BCL10
CARD9,CHUK
CARD9,IKBKB
CARD9,IRF3
CARD9,MAPK1
CARD9,MAPK11
CARD9,MAPK12
CARD9,MAPK13
CARD9,MAPK14
CARD9,MAPK3
CARD9,MAPK8
CARD9,MAPK9
CARD9,NFKB1
CARD9,PIK3CA
CARD9,PIK3CD
CARD9,PIK3R1
CARD9,PIK3R2
CARD9,PIK3R3
CARD9,RELA
CARD9,RIPK2
CARM1,FOS
CARM1,JUN
CARM1,SP1
CARM1,SRC
CASP2,BID
CASP3,ACTB
CASP3,ACTG1
CASP3,DCC
CASP3,DFFA
CASP3,MAP3K1
CASP3,PAK1
CASP3,PAK2
CASP3,PARP1
CASP3,PARP2
CASP3,PARP3
CASP3,PARP4
CASP3,SPTAN1
CASP3,STK3
CASP3,STK4
CASP4,GSDMD
CASP6,ACTB
CASP6,ACTG1
CASP6,LMNA
CASP6,LMNB1
CASP6,LMNB2
CASP7,ACTB
CASP7,ACTG1
CASP7,PARP1
CASP7,PARP2
CASP7,PARP3
CASP7,PARP4
CASP9,CASP3
CASP9,CASP6
CASP9,CASP7
CASP9,PARP1
CASP9,PARP2
CASP9,PARP3
CASP9,PARP4
CASQ1,RYR1
CASQ1,RYR2
CASR,GNA11
CASR,GNAI1
CASR,GNAI2
CASR,GNAI3
CASR,GNAQ
CASR,PLCB1
CASR,PLCB2
CASR,PLCB3
CASR,PLCB4
CASTOR1,SEC13
CASTOR1,SEH1L
CASTOR1,WDR24
CASTOR1,WDR59
CAV1,CAV2
CAV1,CAV3
CAV1,CD63
CAV1,FYN
CAV2,CAV3
CAV2,CD63
CAV2,FYN
CAV3,CD63
CAV3,FYN
CBL,CBLB
CBL,CTNNB1
CBL,EGFR
CBL,FGFR2
CBL,FGFR3
CBL,FGFR4
CBL,HIF1A
CBL,IGF1R
CBL,MET
CBL,MYC
CBL,PDGFRA
CBL,PIK3CA
CBL,PIK3CD
CBL,PIK3R1
CBL,PIK3R2
CBL,PIK3R3
CBL,THBS1
CBLB,EGFR
CBLB,FGFR2
CBLB,FGFR3
CBLB,FGFR4
CBLB,FYN
CBLB,IGF1R
CBLB,LCK
CBLB,PDGFRA
CBLB,PIK3CA
CBLB,PIK3CD
CBLB,PIK3R1
CBLB,PIK3R2
CBLB,PIK3R3
CBLB,SYK
CBLB,ZAP70
CBLC,CBL
CBLC,CBLB
CBLC,EGFR
CBLC,FGFR2
CBLC,FGFR3
CBLC,FGFR4
CBLC,IGF1R
CBLC,PDGFRA
CBLC,SH3GL1
CBLC,SH3GL2
CBLC,SH3GL3
CBLC,SH3GLB1
CBLC,SH3GLB2
CCDC6,HRAS
CCDC6,KRAS
CCK,CCKAR
CCK,CCKBR
CCKAR,CD38
CCKAR,GNA11
CCKAR,GNA14
CCKAR,GNA15
CCKAR,GNAQ
CCKBR,GNA11
CCKBR,GNA14
CCKBR,GNA15
CCKBR,GNAQ
CCL22,CCR10
CCL22,CCR7
CCL22,CX3CR1
CCL22,CXCR4
CCL22,CXCR5
CCL24,CCR10
CCL24,CCR7
CCL24,CX3CR1
CCL24,CXCR4
CCL24,CXCR5
CCL25,CCR10
CCL25,CCR7
CCL25,CX3CR1
CCL25,CXCR4
CCL25,CXCR5
CCL5,CCR10
CCL5,CCR7
CCL5,CX3CR1
CCL5,CXCR4
CCL5,CXCR5
CCNA1,CCNE1
CCNA1,CCNE2
CCNA1,CDC6
CCNA1,CDK1
CCNA1,E2F1
CCNA1,E2F2
CCNA1,E2F3
CCNA1,MYBL2
CCNA1,RB1
CCNB1,CCNB2
CCNB1,CDK1
CCNB1,FBXO43
CCNB1,PLK1
CCNB2,CDC25C
